Q_INCA,p_druck_bereinigt_1,p_druck_bereinigt_2,p_druck_bereinigt_3,p_druck_bereinigt_4,p_druck_bereinigt_5,p_druck_bereinigt_6,p_druck_bereinigt_7,p_druck_bereinigt_8,p_druck_bereinigt_9,p_druck_bereinigt_10,p_druck_bereinigt_11,p_druck_bereinigt_12,p_druck_bereinigt_13,p_druck_bereinigt_14,p_druck_bereinigt_15,p_druck_bereinigt_16,p_druck_bereinigt_17,p_druck_bereinigt_18,p_druck_bereinigt_19,p_druck_bereinigt_20,nEng
170.660987245723,-21003.0,-21094.5,-21197.75,-21094.625,-21060.125,-19447.0,-12297.875,-4622.875,0.0,-8463.75,-38169.5,-45584.625,-46155.25,-45913.125,-46083.375,-43730.125,-35561.75,-27792.375,-22771.625,-21148.125,760.0
180.069206763199,-25335.0,-25270.625,-25078.625,-23985.625,-24308.875,-24665.75,-21064.125,-13023.5,-10214.0,-2299.625,0.0,-3941.875,-20606.125,-36558.25,-44247.5,-49650.125,-47664.125,-38198.5,-33536.25,-28616.625,1953.52083333333
179.26082276998798,-23344.25,-24200.5,-23208.0,-22116.0,-22728.0,-23811.625,-18171.125,-11822.0,-8857.375,-2492.125,0.0,-603.5,-3591.0,-13220.0,-28896.5,-37174.125,-37252.25,-33585.75,-30980.75,-25240.0,1847.0
145.73,-18347.0,-19604.0,-18032.0,-19124.0,-18293.0,-19073.0,-13158.0,-8273.0,-1762.4,0.0,-5328.0,-26388.0,-32763.0,-36552.0,-34489.0,-37405.0,-32137.0,-28290.0,-21353.0,-20730.0,1153.5
85.4945303245088,-12160.875,-10890.0,-11544.375,-10892.75,-11562.75,-10966.875,-11009.875,-6751.625,-3636.75,0.0,-1219.875,-12960.125,-18117.125,-20785.875,-21526.25,-20816.5,-21362.375,-17652.75,-15715.5,-11151.875,1233.5
121.887335046744,-16490.125,-15893.0,-15965.75,-15532.375,-16043.375,-15552.25,-14631.75,-8864.0,-4686.375,-483.0,0.0,-11073.5,-27008.75,-32221.5,-35396.625,-34117.375,-34149.875,-26428.5,-21142.125,-17583.25,1420.12
55.8365956322092,-7801.75,-7125.0,-7235.0,-7742.25,-6780.375,-7423.75,-7269.0,-5592.375,-2657.125,0.0,-557.5,-10060.0,-11154.875,-13600.125,-13579.875,-13022.125,-13837.375,-12489.375,-10002.875,-8150.625,1273.5
106.78628268994801,-15154.75,-12933.375,-13986.125,-13405.5,-13296.0,-13664.25,-12586.0,-8268.5,-4839.125,0.0,-6999.125,-22455.25,-26887.25,-30342.125,-29656.0,-30511.75,-29761.125,-22868.375,-19355.875,-14083.5,1400.0652173913
139.61,-15259.0,-14806.0,-16111.0,-14982.0,-14110.0,-15725.0,-14486.0,-8535.8,-7068.0,-4193.9,0.0,-3454.3,-14226.0,-24633.0,-27025.0,-31749.0,-30987.0,-23765.0,-20667.0,-18573.0,1760.1
135.22,-13821.0,-13623.0,-13817.0,-13856.0,-13647.0,-13693.0,-10216.0,-4925.3,-1301.9,0.0,-6747.4,-25431.0,-30330.0,-30028.0,-30113.0,-30267.0,-24955.0,-18595.0,-15262.0,-14364.0,760.0
61.975,-8774.9,-9146.8,-9759.3,-7837.6,-8868.1,-8919.3,-8089.6,-8713.5,-4026.8,-3299.3,-733.5,0.0,-10008.0,-16537.0,-17255.0,-19757.0,-20623.0,-17223.0,-15131.0,-12266.0,1780.4
20.447,-2824.1,-2216.9,-2921.0,-2369.3,-2626.9,-2627.3,-2299.1,-2672.9,-1037.8,0.0,-4778.0,-5338.8,-6650.8,-5789.3,-6143.9,-6222.5,-5828.8,-6553.3,-4168.9,-3169.3,986.73
168.44,-21226.0,-20997.0,-21153.0,-21222.0,-21062.0,-19902.0,-13391.0,-5042.4,0.0,-3129.8,-32686.0,-45631.0,-46455.0,-48091.0,-47758.0,-45523.0,-37366.0,-29312.0,-23609.0,-21729.0,880.0
107.5,-15513.0,-16172.0,-16744.0,-15799.0,-14785.0,-17329.0,-14912.0,-11347.0,-7462.6,-4949.6,0.0,-4235.4,-16392.0,-23215.0,-25228.0,-28999.0,-29337.0,-24369.0,-20880.0,-21060.0,1787.0
61.7,-6338.3,-6710.9,-6444.9,-6470.3,-5618.0,-6696.4,-5643.3,-6093.9,-2416.3,-1534.3,0.0,-5702.6,-12922.0,-13477.0,-14561.0,-16605.0,-13551.0,-14867.0,-10147.0,-8452.3,1640.4
160.6,-20869.0,-21114.0,-20509.0,-20720.0,-20843.0,-19642.0,-12800.0,-4432.9,0.0,-3143.6,-29475.0,-40561.0,-41959.0,-43289.0,-42225.0,-42271.0,-36440.0,-28496.0,-23993.0,-21357.0,953.5
159.293775019847,-21307.625,-21525.25,-21232.0,-21473.25,-21419.25,-19348.75,-11685.875,-4419.0,0.0,-697.75,-29465.375,-41702.5,-42548.75,-42393.625,-42701.375,-41398.875,-34617.875,-27691.875,-23092.25,-21482.0,686.673076923077
51.418,-4212.8,-3222.4,-5242.9,-5395.6,-5042.4,-5161.9,-5667.1,-4872.6,-3241.5,0.0,-1691.1,-4372.8,-7791.8,-8793.3,-8595.1,-9954.3,-9430.9,-8830.0,-7148.8,-3565.0,1900.2
93.46509257364531,-12301.75,-12283.5,-12089.875,-12204.125,-12131.5,-11886.25,-10677.5,-5410.5,-233.875,0.0,-19409.25,-26105.125,-26278.0,-27332.125,-27223.375,-26733.625,-25412.75,-19874.5,-14510.375,-12337.0,893.5
95.746919207157,-14954.75,-14960.875,-15318.5,-14720.875,-15144.0,-15105.125,-13812.875,-8504.0,-2322.75,0.0,-10210.75,-24530.0,-29611.125,-28634.25,-30425.375,-29645.5,-28613.75,-24208.5,-17983.125,-16277.125,1033.5
173.98061503681402,-19117.813000000002,-19488.938000000002,-18980.75,-17743.438000000002,-18631.063000000002,-18912.125,-15744.625,-10160.625,-7770.25,-3446.375,0.0,-734.25,-8290.25,-19714.875,-30817.875,-36274.687999999995,-35227.062999999995,-29273.188,-26039.875,-20395.313000000002,1813.5
106.056736682528,-16885.5,-17041.0,-16546.875,-16698.125,-16861.5,-16675.0,-14115.625,-7869.5,-2443.125,0.0,-956.5,-21574.625,-30580.0,-31800.625,-33236.875,-32793.375,-30042.375,-24718.125,-19425.0,-16875.875,893.5
208.72,-25153.0,-24918.0,-24901.0,-24952.0,-24661.0,-22085.0,-15308.0,-7322.8,-3239.8,0.0,-6757.4,-32184.0,-47839.0,-52214.0,-51754.0,-49164.0,-40650.0,-32413.0,-28226.0,-25340.0,1046.9
26.440627866869804,-5417.25,-2468.875,-1651.75,-4245.125,-3425.375,-1382.875,-3291.125,-3804.625,-1319.0,-974.125,-1345.125,0.0,-1182.25,-8273.375,-5907.875,-6524.0,-7631.875,-8519.125,-5463.625,-3835.5,1860.47916666667
128.97,-19153.0,-15920.0,-15160.0,-17354.0,-16619.0,-14767.0,-16305.0,-11467.0,-5436.9,-3214.3,0.0,-1899.1,-11338.0,-23670.0,-25445.0,-27518.0,-30912.0,-26827.0,-20122.0,-20069.0,2000.1
157.68,-21551.0,-21550.0,-21471.0,-21512.0,-21610.0,-21025.0,-15260.0,-7291.9,-2282.3,0.0,-5514.0,-33683.0,-44107.0,-44736.0,-46485.0,-44998.0,-37664.0,-29387.0,-24434.0,-22041.0,920.0
115.24,-15825.0,-16297.0,-17135.0,-16016.0,-14823.0,-17340.0,-15572.0,-10669.0,-7185.0,-4141.6,0.0,-7765.0,-22329.0,-24823.0,-26966.0,-30631.0,-30431.0,-24078.0,-22578.0,-21224.0,1860.5
80.5757168981504,-10226.875,-10886.375,-10016.375,-10586.5,-9994.125,-10293.5,-10273.625,-6078.375,-2539.375,0.0,-3549.0,-17602.375,-20826.375,-22026.375,-22459.5,-21548.75,-22345.25,-17135.5,-13484.5,-11255.625,1046.84
220.05,-34205.0,-34159.0,-34089.0,-34195.0,-34204.0,-27422.0,-16271.0,-7898.6,-2353.0,0.0,-17455.0,-54595.0,-65295.0,-66013.0,-66177.0,-60815.0,-50928.0,-42235.0,-36807.0,-34623.0,860.0
161.18,-24407.0,-24030.0,-23820.0,-24129.0,-24041.0,-23081.0,-15919.0,-6941.5,-2174.4,0.0,-23858.0,-41894.0,-47592.0,-47347.0,-47860.0,-47749.0,-40668.0,-33065.0,-27768.0,-24659.0,1020.0
223.842552674081,-24802.875,-24097.813,-22172.0,-23563.438,-23399.313,-21835.563,-15400.688,-11368.125,-4692.3125,-1075.0,0.0,-415.25,-8638.5625,-23792.75,-38721.875,-43111.937999999995,-39137.5,-35234.312999999995,-28576.938,-23981.125,1700.125
48.419808114148296,-8002.5,-8218.25,-7739.25,-8056.125,-7889.0,-8003.625,-7714.75,-6545.0,-2965.25,0.0,-1111.125,-10941.0,-12952.875,-14874.5,-14186.125,-15499.75,-14130.0,-13866.25,-10729.375,-8868.0,1240.125
38.554,-4396.8,-2158.3,-4253.5,-2662.5,-3024.3,-3113.6,-3419.0,-2391.0,-2645.0,0.0,-645.06,-530.25,-7909.7,-6939.4,-8404.4,-8661.0,-9449.2,-7024.9,-7433.4,-4058.3,1627.0
45.51600000000001,-4618.8,-3709.8,-5229.0,-3297.0,-4379.6,-4348.3,-3435.6,-4649.6,-1944.1,0.0,-1376.5,-7740.6,-10242.0,-10887.0,-12134.0,-11393.0,-11647.0,-11952.0,-7257.1,-6560.8,1560.2
160.603185822243,-20869.375,-21113.75,-20509.375,-20720.375,-20842.5,-19641.5,-12800.0,-4432.875,0.0,-3143.625,-29475.125,-40560.875,-41958.5,-43288.875,-42225.375,-42270.5,-36439.75,-28495.625,-23993.0,-21356.5,953.5
75.78699999999998,-8987.8,-9724.3,-10178.0,-8496.6,-10639.0,-8674.0,-9361.3,-6902.0,-2570.8,0.0,-830.5,-13265.0,-15851.0,-17601.0,-20202.0,-17059.0,-19731.0,-16707.0,-12519.0,-12081.0,1500.1
162.75,-19434.0,-17007.0,-18969.0,-17221.0,-18023.0,-18162.0,-13546.0,-9737.3,-3498.6,-1692.1,-106.25,0.0,-14879.0,-29627.0,-35672.0,-39059.0,-32384.0,-28514.0,-22053.0,-19244.0,1360.1
88.51899999999998,-14956.0,-15619.0,-14947.0,-15051.0,-15150.0,-14656.0,-14889.0,-11281.0,-6313.1,-3443.0,0.0,-1919.3,-13920.0,-20666.0,-24939.0,-26475.0,-26834.0,-23168.0,-20990.0,-17315.0,1653.5
202.99,-25816.0,-25334.0,-24380.0,-23935.0,-24514.0,-24691.0,-16944.0,-12233.0,-7346.5,-1069.1,0.0,-2316.8,-11090.0,-23886.0,-38465.0,-42007.0,-40718.0,-35441.0,-32334.0,-26127.0,1807.0
81.00741593315041,-9550.125,-8589.75,-9012.75,-8308.625,-8787.125,-8344.875,-8421.625,-6399.5,-3079.75,0.0,-8553.125,-17195.375,-19196.125,-22140.625,-19202.0,-22460.75,-20331.875,-16972.875,-13332.75,-9363.625,1320.22
46.0432322454837,-8165.25,-5933.125,-8257.75,-6698.25,-6173.625,-7346.75,-6926.25,-6313.375,-5210.75,-2382.25,-1536.625,0.0,-7415.0,-12960.5,-13538.125,-14873.0,-16816.0,-14215.5,-12242.625,-10641.25,1833.5
83.5443247847914,-10229.625,-10986.75,-8868.875,-10638.75,-9574.75,-9749.0,-10249.875,-6603.625,-4842.875,0.0,-1237.125,-13324.375,-18241.25,-21852.625,-22970.5,-21026.375,-23803.0,-17635.875,-15305.25,-11071.875,1433.5
193.07,-21518.0,-21597.0,-21754.0,-21358.0,-21581.0,-19329.0,-13200.0,-6070.0,-1921.3,-547.63,0.0,-17300.0,-39129.0,-45394.0,-45155.0,-42447.0,-34923.0,-27869.0,-23809.0,-22294.0,893.5
206.21832891358898,-25112.438,-25355.688,-25140.375,-24763.688,-25350.875,-22779.875,-16162.25,-9420.5,-3536.5625,-2613.8125,0.0,-6180.0,-22602.813,-39731.562999999995,-45751.062999999995,-45605.875,-39550.0,-34115.562999999995,-28858.25,-26345.625,1293.5
43.5914381477024,-6261.375,-4891.75,-5693.5,-5509.25,-4216.875,-5953.75,-4801.0,-4877.25,-3457.75,0.0,-1032.625,-6198.875,-11240.125,-11919.875,-12874.875,-14072.25,-11937.125,-14081.125,-9230.25,-7639.75,1733.52083333333
77.395,-10958.0,-11520.0,-10386.0,-11547.0,-10276.0,-10910.0,-11022.0,-7093.0,-5369.1,0.0,-4290.3,-15307.0,-16408.0,-19869.0,-19357.0,-18542.0,-20444.0,-16590.0,-14846.0,-12005.0,1340.2
138.96,-15636.0,-16590.0,-17525.0,-15155.0,-15492.0,-17151.0,-14613.0,-9737.1,-7446.5,-3056.5,0.0,-10118.0,-23994.0,-28384.0,-31786.0,-35169.0,-33736.0,-25402.0,-24313.0,-19775.0,1833.5
121.96,-18486.0,-17740.0,-18118.0,-17833.0,-17987.0,-18143.0,-14030.0,-7789.0,-2450.4,0.0,-17527.0,-29899.0,-34877.0,-33979.0,-34663.0,-35021.0,-31298.0,-26494.0,-20710.0,-18668.0,993.5
120.9,-14901.0,-15256.0,-14495.0,-13704.0,-15081.0,-13626.0,-14158.0,-8658.4,-5749.6,-1395.0,0.0,-9167.5,-24151.0,-26541.0,-31264.0,-32902.0,-30526.0,-25309.0,-22909.0,-15733.0,1740.3
217.97949240511699,-28692.625,-28581.25,-28612.375,-28622.75,-28671.875,-23884.375,-14724.625,-5818.875,0.0,-2711.875,-36458.125,-56711.875,-60757.25,-61859.75,-61095.0,-55499.625,-45595.375,-37098.625,-31158.75,-29257.375,940.0
222.909544422608,-22823.0,-22772.25,-22604.375,-22727.938,-22698.75,-18032.813000000002,-10505.063,-4347.5,-151.1875,0.0,-21751.938,-45111.187999999995,-50001.875,-50056.437999999995,-50099.625,-43533.312999999995,-34979.812999999995,-28976.625,-24732.0,-22985.313,820.0
180.693134702932,-22118.0,-22114.375,-22100.375,-21900.125,-21900.0,-19586.75,-12124.0,-4607.125,0.0,-3862.875,-36202.125,-47711.75,-48283.375,-48198.375,-48448.5,-45373.125,-36684.5,-28865.625,-23896.125,-22165.625,760.0
25.756823880949604,-5905.5,-3519.125,-4598.125,-4504.25,-3708.5,-4769.5,-4077.75,-4061.5,-3371.75,-1019.25,-205.75,0.0,-6310.75,-6265.0,-6590.25,-8285.125,-6594.875,-7675.375,-6949.125,-4361.625,1547.0
149.050252873579,-21202.75,-20510.875,-19269.125,-20517.125,-19346.75,-19949.875,-18077.875,-10320.0,-7525.625,0.0,-1182.125,-15235.25,-31169.25,-37276.125,-41803.0,-42746.375,-38682.875,-33663.875,-27126.0,-21658.5,1687.0
199.97,-25720.0,-25604.0,-25040.0,-24186.0,-24879.0,-24641.0,-20092.0,-12615.0,-9537.9,-928.13,0.0,-6930.4,-24964.0,-39733.0,-47629.0,-52089.0,-47616.0,-38652.0,-33850.0,-28289.0,1920.5
212.53,-27749.0,-28721.0,-27389.0,-27984.0,-27573.0,-26136.0,-17847.0,-10409.0,-3639.5,0.0,-784.38,-22842.0,-45383.0,-55018.0,-58498.0,-55573.0,-48683.0,-39109.0,-32820.0,-30230.0,1353.5
116.561657378497,-12906.438,-13394.188,-12624.0,-12762.438,-12642.375,-13059.813,-11110.5,-7288.1875,-2766.25,-1829.6875,0.0,-6801.75,-21099.063,-26212.313,-28078.0,-26792.0,-25769.25,-20234.188000000002,-15415.5,-13847.25,1086.77083333333
51.01600000000001,-6704.6,-6898.4,-6997.4,-6502.6,-6790.9,-6838.0,-6495.4,-4473.1,-1662.5,0.0,-8679.4,-12234.0,-12922.0,-13429.0,-12671.0,-13009.0,-13135.0,-11232.0,-8956.1,-7450.3,846.7
142.432130922043,-17491.625,-17152.688000000002,-16726.313000000002,-17329.75,-16617.313000000002,-17055.688000000002,-14161.188,-8474.9375,-4557.4375,0.0,-5995.875,-19281.563000000002,-27384.875,-31071.125,-32137.875,-30995.438,-30534.438,-25029.75,-21669.438,-18025.188000000002,1386.83333333333
163.31,-20010.0,-19754.0,-19983.0,-19775.0,-20019.0,-17854.0,-11158.0,-5148.8,-1041.6,0.0,-107.19,-20178.0,-35503.0,-37272.0,-38238.0,-37083.0,-31317.0,-25173.0,-21584.0,-20248.0,733.5
72.79303174576549,-12009.75,-12236.75,-12741.125,-11219.375,-12917.625,-11404.5,-11903.125,-9928.375,-4611.875,-2138.125,0.0,-10975.125,-18358.0,-19994.5,-22953.25,-21314.875,-22018.25,-21217.0,-15592.875,-15307.875,1553.5
42.11600000000001,-7369.9,-5385.3,-3484.4,-5671.8,-5696.3,-4606.9,-4024.1,-5194.8,-5399.5,0.0,-2281.9,-5409.1,-7627.7,-9775.9,-10324.0,-10906.0,-10904.0,-10435.0,-9061.4,-6106.3,1987.0
67.094,-14825.0,-10405.0,-8745.6,-11459.0,-11240.0,-9668.1,-9652.9,-11846.0,-4962.1,-3435.0,-3996.4,0.0,-2762.0,-13163.0,-15994.0,-14657.0,-17537.0,-19292.0,-14231.0,-10790.0,1933.6
106.93,-15017.0,-15634.0,-16162.0,-13235.0,-16119.0,-14402.0,-14551.0,-10888.0,-6064.9,-3401.9,0.0,-1508.0,-16057.0,-24698.0,-28698.0,-31616.0,-32688.0,-25231.0,-23839.0,-18281.0,1813.5
103.209114138498,-13301.25,-13336.75,-13219.75,-13212.5,-13316.25,-13379.5,-10553.75,-5220.375,-1665.375,0.0,-5102.5,-21237.0,-25174.0,-24816.5,-24601.0,-25128.625,-23513.125,-18865.625,-14940.25,-13391.5,760.0
50.087739664734706,-6729.875,-6561.625,-6442.875,-6416.125,-6270.75,-6475.0,-6508.25,-4749.5,-1313.5,0.0,-10117.375,-14862.25,-14964.5,-14895.875,-15253.125,-15302.25,-15160.0,-12205.75,-8104.5,-6750.75,740.0
130.731860862094,-15544.0,-13891.938,-14705.5,-14690.875,-12925.0,-14440.375,-13871.375,-9466.125,-5285.0,-5316.875,-674.9375,0.0,-6653.3125,-19131.25,-24204.875,-27758.563,-30489.438,-23985.125,-19599.438000000002,-17248.563000000002,1833.5
142.91,-22265.0,-20627.0,-21966.0,-20629.0,-21156.0,-21054.0,-17501.0,-11635.0,-4384.9,-1621.6,0.0,-2470.6,-23055.0,-32864.0,-38921.0,-40899.0,-36054.0,-32983.0,-25786.0,-22964.0,1440.3
73.8668071782297,-12606.0,-11684.75,-11436.5,-12000.375,-11013.25,-12027.5,-11255.0,-9371.75,-5412.125,-2051.125,0.0,-9268.0,-17473.0,-17884.125,-20779.25,-21854.125,-19220.875,-21172.75,-15491.375,-14515.5,1673.60869565217
172.31,-23058.0,-21304.0,-22115.0,-21977.0,-21131.0,-21877.0,-15545.0,-10391.0,-4204.3,0.0,-2834.8,-15481.0,-32338.0,-38400.0,-41609.0,-41967.0,-36589.0,-33163.0,-26906.0,-23093.0,1473.5
68.905,-7896.3,-7771.6,-7901.5,-7775.9,-7719.4,-7780.5,-7526.0,-4798.5,-973.13,0.0,-2756.3,-16341.0,-18825.0,-19603.0,-19551.0,-19488.0,-18472.0,-13874.0,-9834.9,-8129.4,686.75
142.46,-17533.0,-18877.0,-17579.0,-18427.0,-17600.0,-18449.0,-14512.0,-9519.6,-2387.4,-746.13,0.0,-20470.0,-33008.0,-39263.0,-39096.0,-40674.0,-34342.0,-29285.0,-21529.0,-20108.0,1220.1
154.586773137937,-20793.625,-20954.0,-21224.875,-20705.875,-20910.375,-20452.125,-14490.25,-6575.125,-1708.75,0.0,-24299.125,-41109.875,-44996.25,-45843.875,-44996.75,-44988.125,-37792.75,-28698.875,-23798.0,-21423.625,940.0
19.619,-2403.1,-3088.9,-2394.5,-2676.6,-2456.8,-2611.1,-2641.0,-2290.4,-1824.4,0.0,-3517.8,-5703.8,-6233.9,-6734.6,-6182.9,-6636.6,-6358.5,-6486.1,-4925.1,-3978.3,1300.2
128.871249535457,-17261.125,-17024.75,-16760.625,-16941.5,-16714.875,-16482.375,-14997.125,-8584.0,-3279.25,0.0,-15249.5,-29270.875,-36081.75,-37839.25,-36656.875,-38536.375,-34887.5,-28528.0,-21108.5,-19016.625,1333.5
75.41207894478141,-9982.5,-10831.375,-9967.875,-9935.375,-10104.0,-9685.75,-10075.0,-8570.75,-4619.125,-4523.125,0.0,-2266.0,-13348.75,-17187.5,-20499.75,-21530.875,-20945.25,-18760.875,-14928.75,-11382.25,1573.5
63.109,-11516.0,-11568.0,-11452.0,-11062.0,-11031.0,-11025.0,-10813.0,-9802.8,-4839.8,-3428.6,0.0,-2916.5,-14255.0,-15737.0,-19069.0,-20140.0,-18408.0,-19412.0,-14841.0,-13923.0,1607.0
23.632,-4959.3,-4159.6,-3704.6,-4660.1,-3796.6,-3994.5,-4137.8,-4293.1,-3325.8,0.0,-2029.4,-4179.6,-5875.9,-7117.0,-5994.1,-7118.6,-6348.9,-6647.3,-6573.8,-4282.8,1773.5
70.806,-8135.8,-6608.9,-8109.0,-6740.8,-6949.9,-6760.6,-7087.3,-6020.5,-2834.4,-126.13,0.0,-4619.4,-14533.0,-14590.0,-16378.0,-18484.0,-18135.0,-15335.0,-13745.0,-10093.0,1880.1
223.00445540922902,-29505.75,-27621.375,-29442.125,-27450.0,-28593.125,-26754.125,-17946.75,-12500.5,-3198.25,0.0,-2803.75,-21244.25,-45848.75,-54218.0,-60297.75,-58379.375,-48790.375,-43512.0,-33170.5,-31188.25,1533.5
50.93,-9752.0,-9898.0,-10142.0,-9090.8,-10174.0,-9099.9,-9756.9,-8854.9,-4154.6,-3569.0,0.0,-4244.9,-13302.0,-14131.0,-16432.0,-16751.0,-15505.0,-17250.0,-12314.0,-12407.0,1486.9
64.055,-6285.3,-5598.8,-6979.4,-4792.1,-6114.0,-5773.5,-5303.9,-5105.8,-1688.3,0.0,-1568.8,-10582.0,-13127.0,-15054.0,-15878.0,-15531.0,-15020.0,-15194.0,-9377.8,-8700.0,1613.5
168.15,-18488.0,-15798.0,-18123.0,-16382.0,-16945.0,-17308.0,-12337.0,-9261.3,-2780.9,-711.38,0.0,-4482.4,-21934.0,-31147.0,-35424.0,-37257.0,-30155.0,-27529.0,-20362.0,-18133.0,1366.8
19.668922266638,-4079.5,-3980.5,-4217.0,-4203.375,-4307.875,-4122.125,-4264.0,-3944.75,-1549.625,0.0,-5561.75,-7605.0,-7713.25,-7703.5,-7737.375,-7559.125,-7603.375,-7475.875,-5537.375,-4261.0,820.0
186.434009950274,-19543.125,-19445.563000000002,-19971.688000000002,-18582.5,-17909.063000000002,-19719.875,-15526.375,-9049.5,-8321.1875,-2794.5625,0.0,-849.75,-9873.0625,-21527.313,-31390.563,-37297.437999999995,-36009.812999999995,-29491.688,-26212.0,-21307.688,1867.0
150.09,-21923.0,-21879.0,-22029.0,-21780.0,-21954.0,-20660.0,-13131.0,-5133.5,0.0,-13912.0,-42314.0,-46652.0,-47114.0,-47216.0,-47339.0,-45061.0,-36576.0,-28433.0,-23550.0,-22040.0,680.0
153.17,-23558.0,-22121.0,-23032.0,-22296.0,-22165.0,-22470.0,-17516.0,-11274.0,-3619.9,0.0,-7349.1,-27927.0,-38389.0,-43117.0,-44284.0,-43441.0,-41112.0,-33805.0,-28018.0,-24172.0,1427.0
60.734,-11296.0,-5994.1,-6486.6,-8957.9,-7801.9,-5470.6,-7932.0,-8211.4,-3281.0,-2892.0,-3654.0,0.0,-4611.9,-14336.0,-12869.0,-13242.0,-15530.0,-16772.0,-9578.9,-9049.3,1893.6
172.44,-21440.0,-22239.0,-21354.0,-21752.0,-21182.0,-21564.0,-15684.0,-10771.0,-3655.6,-1867.9,0.0,-12355.0,-32658.0,-41213.0,-45148.0,-43219.0,-38847.0,-31551.0,-25323.0,-23328.0,1266.8
158.55,-21526.0,-21415.0,-19436.0,-21089.0,-20042.0,-20146.0,-17664.0,-10604.0,-6857.8,-1622.8,0.0,-6004.5,-23541.0,-34456.0,-39949.0,-42585.0,-39109.0,-31413.0,-28145.0,-21473.0,1633.5
216.995803946269,-30536.375,-30241.625,-30337.25,-30372.375,-30213.5,-24698.0,-14503.5,-6225.125,0.0,-2845.625,-36720.5,-56943.5,-60761.625,-62085.75,-61375.875,-56790.125,-47678.875,-38813.0,-33098.625,-31294.375,940.0
74.709393663344,-10625.25,-10429.0,-10461.5,-10523.75,-10425.375,-10554.75,-10296.625,-6526.375,-1720.125,0.0,-2182.5,-17786.875,-22744.625,-22442.875,-23037.875,-23228.625,-22395.25,-17696.125,-12773.0,-10769.5,880.0
105.8,-10638.0,-11071.0,-11622.0,-10894.0,-9957.0,-11839.0,-10176.0,-8280.2,-4635.7,-4062.8,0.0,-788.0,-5287.1,-15884.0,-19354.0,-22706.0,-23077.0,-19762.0,-14136.0,-14572.0,1640.4
152.12,-15574.0,-14678.0,-15127.0,-14745.0,-15099.0,-14506.0,-10446.0,-5603.4,-1338.3,0.0,-1113.8,-17956.0,-29379.0,-32666.0,-31939.0,-32898.0,-26510.0,-21109.0,-17422.0,-15329.0,973.5
19.886,-2125.5,-2422.3,-2320.0,-1828.9,-2458.4,-1643.6,-2338.4,-1853.4,-1751.9,0.0,-1471.0,-5043.3,-5143.5,-5555.3,-5981.9,-5207.1,-6034.8,-5328.4,-4547.1,-3203.4,1347.0
185.650317628212,-26927.875,-26646.625,-26904.625,-27021.0,-26836.75,-24711.25,-17100.0,-7954.875,-2529.625,-1095.875,0.0,-20480.0,-47516.625,-54934.875,-55072.125,-52152.75,-43798.625,-34959.375,-29060.0,-27371.75,906.708333333333
118.715995711134,-16285.125,-14717.625,-15657.5,-14904.375,-15017.75,-15015.5,-14203.5,-8538.5,-4531.75,-587.5,0.0,-12886.5,-26884.375,-31469.625,-34348.125,-31953.0,-33250.625,-24539.5,-20358.75,-16427.875,1353.5
216.45,-31615.0,-29263.0,-28870.0,-29580.0,-29298.0,-28207.0,-21326.0,-14374.0,-6978.6,-1618.0,-288.25,0.0,-8121.4,-27406.0,-44189.0,-50421.0,-48637.0,-43122.0,-36403.0,-31599.0,1807.0
84.5817665061855,-13366.875,-10931.375,-13217.25,-12922.25,-10233.125,-12556.75,-12511.0,-10087.75,-6487.875,-6170.625,-2191.125,0.0,-8122.875,-18690.5,-19698.5,-23339.375,-25033.0,-23504.125,-15749.0,-17669.75,1907.0
120.161865184305,-13996.25,-13723.875,-13731.5,-13684.5,-13920.875,-13698.0,-11722.375,-7084.25,-1741.125,0.0,-4316.625,-23099.5,-29004.625,-30007.75,-30942.75,-29897.0,-27365.375,-21309.375,-16481.625,-14685.375,1000.0
179.78,-24359.0,-24247.0,-23730.0,-24106.0,-23955.0,-23318.0,-16409.0,-10057.0,-2783.6,-656.75,0.0,-17773.0,-36602.0,-44061.0,-47273.0,-45202.0,-41646.0,-34575.0,-28356.0,-25625.0,1313.5
133.760678024685,-19248.125,-19380.75,-19497.5,-19108.125,-19323.5,-19439.5,-14585.0,-7511.625,-2483.125,0.0,-6276.125,-31610.0,-40075.25,-39840.625,-40865.5,-41048.75,-35062.75,-27138.125,-22593.125,-19703.75,906.717391304348
175.68,-18042.0,-17687.0,-17815.0,-17443.0,-17829.0,-16978.0,-11802.0,-6294.1,-1752.4,-265.63,0.0,-14575.0,-31594.0,-37360.0,-37936.0,-36540.0,-30963.0,-24138.0,-20459.0,-18347.0,1053.5
163.26886545083,-22046.0,-19718.875,-21705.0,-20032.625,-20734.375,-21114.0,-15518.25,-10678.375,-2940.0,-474.0,0.0,-5366.875,-26257.625,-34160.5,-39590.625,-41009.625,-35016.375,-32889.25,-25111.125,-22413.75,1446.875
182.41,-20725.0,-20696.0,-21205.0,-20536.0,-18875.0,-20921.0,-18146.0,-10537.0,-8644.9,-5298.0,-961.25,0.0,-6239.4,-18332.0,-28331.0,-36571.0,-37199.0,-30876.0,-28181.0,-22966.0,1953.5
190.11,-25251.0,-26000.0,-25013.0,-25496.0,-24961.0,-24960.0,-17310.0,-11671.0,-4231.1,-2176.5,0.0,-16028.0,-38213.0,-48038.0,-52150.0,-50117.0,-44223.0,-36050.0,-29655.0,-27159.0,1293.5
