Q_INCA,p_druck_bereinigt_1,p_druck_bereinigt_2,p_druck_bereinigt_3,p_druck_bereinigt_4,p_druck_bereinigt_5,p_druck_bereinigt_6,p_druck_bereinigt_7,p_druck_bereinigt_8,p_druck_bereinigt_9,p_druck_bereinigt_10,p_druck_bereinigt_11,p_druck_bereinigt_12,p_druck_bereinigt_13,p_druck_bereinigt_14,p_druck_bereinigt_15,p_druck_bereinigt_16,p_druck_bereinigt_17,p_druck_bereinigt_18,p_druck_bereinigt_19,p_druck_bereinigt_20,nEng
70.7757101928101,-12431.375,-11612.0,-11640.5,-11513.875,-11782.25,-11658.25,-11306.5,-8355.125,-4537.875,0.0,-1292.75,-13830.625,-18549.625,-21401.5,-21833.875,-21921.75,-21726.375,-19730.875,-16401.875,-12357.125,1333.5
36.3700397019454,-6700.375,-3924.625,-3321.625,-5540.25,-3733.375,-3434.125,-4201.75,-4603.5,-3170.0,0.0,-2072.375,-3935.75,-7749.25,-10035.0,-10014.875,-9904.875,-11158.5,-9991.875,-8910.625,-6007.0,1947.0
28.621,-3169.0,-4382.4,-3973.8,-3064.0,-4603.9,-2868.4,-4042.3,-3474.0,-2473.3,-2261.8,0.0,-5251.3,-7513.3,-7683.0,-9310.3,-7659.1,-8919.4,-8422.4,-5942.5,-5809.4,1380.1
150.7,-21988.0,-20113.0,-21507.0,-20233.0,-20525.0,-21133.0,-16582.0,-11007.0,-3789.9,-679.0,0.0,-6394.9,-26513.0,-33936.0,-39023.0,-40613.0,-35830.0,-32798.0,-25949.0,-22358.0,1473.5
74.1234849507067,-6744.375,-8264.75,-6407.0,-7559.875,-7276.375,-6627.25,-7487.625,-4937.75,-2676.375,0.0,-3411.5,-14135.25,-15043.875,-17311.875,-18077.875,-16168.75,-18644.875,-14026.5,-11413.875,-8616.75,1400.10416666667
184.39,-28274.0,-25813.0,-26525.0,-26352.0,-25812.0,-26342.0,-19634.0,-13093.0,-6545.3,0.0,-5133.3,-25233.0,-41579.0,-49789.0,-53313.0,-53489.0,-47772.0,-41785.0,-33176.0,-28266.0,1673.6
79.97399999999998,-11671.0,-11516.0,-11518.0,-11380.0,-11594.0,-11681.0,-10956.0,-6347.5,-1748.9,0.0,-13968.0,-24635.0,-25615.0,-25254.0,-25354.0,-25485.0,-23767.0,-17972.0,-13470.0,-11800.0,720.0
155.383238745927,-18960.0,-16454.25,-18413.125,-16815.625,-17539.125,-17892.75,-13721.25,-9708.375,-3723.375,-1531.75,-185.375,0.0,-14517.5,-29015.25,-34568.5,-38138.375,-32177.0,-27848.375,-21812.625,-18555.625,1380.20833333333
109.63,-15660.0,-15073.0,-14732.0,-14987.0,-14780.0,-15068.0,-14111.0,-9010.5,-5993.4,0.0,-3550.6,-19789.0,-27029.0,-31757.0,-32981.0,-31177.0,-32993.0,-24146.0,-21046.0,-16234.0,1453.5
119.567817458053,-15459.25,-16150.0,-15416.875,-15950.25,-15422.875,-15716.75,-12696.375,-6680.75,-648.75,0.0,-17196.0,-27462.75,-31887.125,-30247.375,-32660.125,-31105.375,-29907.25,-24600.75,-18918.625,-17102.625,1100.02083333333
142.74,-16808.0,-17221.0,-16929.0,-16917.0,-16929.0,-16828.0,-13854.0,-8291.4,-2081.6,0.0,-14691.0,-31161.0,-36860.0,-37807.0,-38284.0,-37858.0,-33599.0,-26896.0,-20491.0,-18266.0,1173.5
71.187249484384,-9890.875,-9960.125,-9250.875,-9942.375,-9275.5,-9926.5,-9592.0,-6384.875,-3578.75,0.0,-9499.875,-17346.75,-20334.5,-19862.875,-21347.125,-20192.375,-20946.5,-16545.75,-13086.5,-10566.125,1080.0
130.55,-16375.0,-16530.0,-16522.0,-16345.0,-16164.0,-15681.0,-10089.0,-3992.3,0.0,-10428.0,-29034.0,-31778.0,-32599.0,-32571.0,-32383.0,-32144.0,-27747.0,-21675.0,-17850.0,-16534.0,673.5
136.66,-20088.0,-20191.0,-19964.0,-19920.0,-19713.0,-19841.0,-15340.0,-8925.5,-2481.9,0.0,-10218.0,-30212.0,-36388.0,-38422.0,-38038.0,-38275.0,-35359.0,-29774.0,-23585.0,-21227.0,1166.9
67.024,-7923.0,-7747.8,-7634.8,-7580.8,-7401.6,-7418.5,-7497.9,-5549.0,-3589.3,0.0,-5709.8,-13834.0,-15639.0,-17060.0,-15582.0,-17274.0,-15960.0,-14051.0,-10515.0,-8314.6,1153.5
57.61,-11040.0,-10876.0,-11756.0,-10207.0,-11518.0,-10406.0,-10757.0,-9874.5,-4612.6,-3850.6,0.0,-4445.6,-15273.0,-16037.0,-18909.0,-19573.0,-17924.0,-19806.0,-13718.0,-13843.0,1533.5
133.36,-18315.0,-15702.0,-17641.0,-15956.0,-16896.0,-16908.0,-14308.0,-9862.0,-4756.1,-1403.6,0.0,-2824.9,-20561.0,-29430.0,-34289.0,-36295.0,-31855.0,-28320.0,-21487.0,-17991.0,1433.5
105.0,-13937.0,-14327.0,-15077.0,-12747.0,-14758.0,-13901.0,-13234.0,-9154.9,-6041.9,-2076.3,0.0,-2986.4,-14902.0,-20033.0,-23819.0,-25100.0,-26125.0,-20596.0,-19513.0,-17030.0,1633.5
96.5999655071387,-14601.5,-13068.75,-14284.625,-13039.25,-13832.625,-13072.75,-13148.625,-7363.875,-3831.875,-803.875,0.0,-6767.625,-20488.625,-23596.625,-26198.75,-23954.25,-26527.25,-20106.75,-18372.875,-13963.875,1226.70833333333
63.98186503379579,-6680.6875,-7016.625,-7456.5,-6397.9375,-7584.4375,-6609.875,-6746.5,-6393.375,-2765.0625,-3069.125,0.0,-7666.8125,-13553.0,-13426.0,-16228.25,-14520.938,-15021.25,-14119.25,-9113.0,-8780.0,1353.5
22.972,-1523.8,-2388.9,-1672.9,-2078.3,-1524.8,-2097.6,-1821.9,-2045.8,0.0,-9.125,-3443.8,-4892.4,-4927.8,-4854.0,-5425.4,-4932.5,-5024.1,-5057.5,-3824.4,-3024.5,1220.1
96.90178071807249,-13086.375,-12808.375,-12666.625,-12977.625,-12773.0,-12627.75,-11606.875,-6857.375,-1684.0,0.0,-6983.0,-22013.625,-26657.875,-25993.0,-26629.875,-26782.25,-24819.375,-19903.375,-15200.0,-13056.75,900.0
152.27,-17339.0,-16998.0,-16329.0,-15812.0,-16660.0,-15793.0,-14710.0,-9027.8,-6276.8,-2832.0,-725.13,0.0,-4145.8,-15330.0,-26541.0,-30468.0,-31150.0,-26124.0,-22364.0,-17430.0,1693.6
70.9762525460491,-9729.25,-9480.875,-9462.625,-9467.0,-9593.625,-9628.25,-9407.125,-5925.0,-1511.5,0.0,-3410.5,-17983.875,-21540.125,-21618.625,-21357.5,-21558.375,-21136.375,-16315.0,-11597.875,-9842.5,820.0
73.8517653610328,-10396.0,-8451.75,-7050.4375,-8547.625,-8522.375,-7634.875,-7208.3125,-8436.8125,-4614.25,-2393.75,-3322.0,0.0,-2232.5,-11163.125,-14958.563,-14567.25,-15946.313,-17347.188000000002,-12199.75,-8398.4375,1920.5
45.863,-5947.0,-7128.4,-6418.0,-5865.1,-6893.3,-5602.4,-6406.4,-5852.3,-1123.4,0.0,-1840.0,-11001.0,-11962.0,-12598.0,-14377.0,-12071.0,-14157.0,-12735.0,-9720.4,-9447.4,1573.5
96.178,-14844.0,-14914.0,-14866.0,-14755.0,-14717.0,-14974.0,-12779.0,-6753.1,-2009.3,0.0,-6100.6,-23944.0,-28483.0,-28644.0,-28412.0,-28380.0,-27170.0,-21856.0,-16989.0,-15224.0,793.5
119.28,-14016.0,-13308.0,-14997.0,-14886.0,-11654.0,-14504.0,-14569.0,-8959.5,-6194.5,-5107.5,0.0,-3996.4,-17590.0,-24762.0,-25125.0,-29464.0,-30575.0,-23160.0,-18948.0,-19498.0,1867.0
169.31,-26098.0,-25537.0,-25820.0,-24205.0,-25993.0,-24407.0,-21620.0,-13573.0,-8441.9,-1044.5,0.0,-4394.9,-20899.0,-36875.0,-43790.0,-48110.0,-46708.0,-36608.0,-34834.0,-28396.0,1827.0
164.35,-23675.0,-24096.0,-24686.0,-23132.0,-22233.0,-25033.0,-20680.0,-12145.0,-9981.0,-2467.4,0.0,-10656.0,-28503.0,-35809.0,-40898.0,-45131.0,-43938.0,-34466.0,-32961.0,-29584.0,1967.0
125.99,-14126.0,-13437.0,-15178.0,-15081.0,-12040.0,-14531.0,-14338.0,-8597.8,-5992.4,-4784.4,0.0,-4134.9,-18065.0,-25398.0,-25828.0,-30398.0,-31702.0,-23420.0,-19384.0,-19658.0,1893.6
183.718030284557,-27530.5,-27053.875,-27193.875,-27520.5,-27327.125,-24095.125,-15568.5,-7531.625,-1953.75,0.0,-17888.125,-44594.375,-51558.875,-52117.875,-51936.75,-50042.125,-42928.75,-34681.5,-29675.375,-28005.5,860.0
162.89,-20261.0,-20430.0,-20135.0,-20135.0,-20105.0,-19010.0,-12790.0,-5799.9,-1436.6,0.0,-7490.9,-34326.0,-41811.0,-42095.0,-41889.0,-40172.0,-33190.0,-26629.0,-21871.0,-20366.0,746.7
112.32,-11319.0,-11168.0,-11143.0,-11110.0,-11245.0,-11144.0,-9616.8,-5666.3,-1062.8,0.0,-1833.1,-18037.0,-23770.0,-24778.0,-25110.0,-24492.0,-22579.0,-17188.0,-13055.0,-11851.0,920.0
190.79381307371602,-22538.313,-20179.125,-22604.688,-20480.25,-21307.688,-21050.125,-12840.375,-9481.0,-1805.5,0.0,-420.625,-9911.375,-29962.813,-37567.562999999995,-42460.125,-42553.625,-34849.812999999995,-32861.812999999995,-24595.0,-22940.125,1386.82
188.926241837518,-20558.938000000002,-19302.0,-19773.938000000002,-19686.125,-19407.875,-19628.625,-13562.125,-9989.8125,-4086.1875,-1402.625,-473.875,0.0,-8927.375,-24537.438,-35426.312999999995,-39044.187999999995,-34696.5,-28932.813,-23381.938,-21247.313,1446.85416666667
149.840615807974,-15122.875,-15347.25,-15027.25,-14943.0,-15419.0,-14882.25,-10121.25,-4233.25,-681.25,0.0,-19246.0,-31196.875,-33523.062999999995,-33893.625,-33437.562999999995,-33303.187999999995,-27572.875,-20845.938000000002,-17688.875,-15533.25,866.74
26.196,-4390.4,-2498.9,-2997.0,-3657.6,-2455.4,-2939.1,-3149.3,-2675.0,-2106.4,0.0,-353.63,-1785.0,-6242.5,-7894.1,-7057.9,-8441.9,-8894.3,-7455.9,-7379.5,-4575.9,1900.1
135.51,-15983.0,-16940.0,-17305.0,-15592.0,-16056.0,-17537.0,-14475.0,-9303.3,-6948.1,-1779.9,0.0,-10488.0,-22964.0,-26163.0,-29563.0,-32039.0,-30573.0,-24042.0,-23488.0,-19866.0,1753.6
18.785,-2028.6,-1844.6,-2214.3,-1517.1,-2073.5,-1812.4,-1830.3,-2033.3,-451.0,0.0,-2153.9,-4391.5,-5350.0,-4398.5,-5461.0,-4680.4,-5071.0,-5041.3,-3196.3,-2686.3,960.0
132.9,-16998.0,-16237.0,-16491.0,-15906.0,-16528.0,-15673.0,-14634.0,-8357.6,-4046.5,0.0,-8421.0,-25959.0,-32964.0,-36256.0,-34892.0,-37119.0,-32602.0,-27267.0,-20558.0,-17824.0,1313.5
100.86719975465799,-13426.375,-14017.625,-15172.375,-13227.875,-12880.375,-14851.375,-12714.0,-11218.5,-6425.5,-4780.625,0.0,-4444.25,-17867.875,-23398.375,-25526.875,-29252.0,-29880.0,-24303.0,-20909.875,-19125.25,1900.18
133.11,-17035.0,-16662.0,-15266.0,-17005.0,-15187.0,-16232.0,-14248.0,-7297.1,-4384.1,0.0,-185.0,-529.0,-12062.0,-24707.0,-27429.0,-30661.0,-28790.0,-22869.0,-22016.0,-16171.0,1406.8
155.758886107404,-21711.625,-20265.5,-20255.5,-20757.875,-19605.0,-20404.375,-16486.75,-9948.375,-5470.375,0.0,-2244.625,-14199.0,-28881.25,-34804.875,-37871.875,-38622.375,-34751.0,-30807.375,-26035.875,-21380.875,1507.0
195.87,-25995.0,-26865.0,-25989.0,-24721.0,-25750.0,-26254.0,-19224.0,-12831.0,-8776.9,-2194.4,0.0,-444.25,-3376.1,-14059.0,-30422.0,-40720.0,-39823.0,-36757.0,-34001.0,-27805.0,1887.0
134.63,-22454.0,-21351.0,-20852.0,-21680.0,-20647.0,-21143.0,-19546.0,-11031.0,-7049.1,-449.25,0.0,-6443.8,-25049.0,-33822.0,-38641.0,-41547.0,-37766.0,-32974.0,-28993.0,-22584.0,1647.0
23.036,-5080.1,-3427.0,-4236.4,-3909.5,-3900.9,-3976.9,-4094.3,-3767.4,-3018.8,-481.13,-650.13,0.0,-5964.5,-6552.3,-6258.0,-6875.1,-8253.0,-5513.8,-7453.6,-4068.3,1840.5
58.426616546682205,-8735.125,-8439.875,-8005.125,-8232.25,-8098.0,-8120.75,-7849.625,-6794.875,-3505.125,0.0,-6227.875,-15340.25,-17386.75,-19419.625,-17804.0,-19412.75,-18115.875,-16832.875,-12182.5,-9135.125,1293.5
25.581,-3216.4,-2855.5,-3324.6,-2180.1,-3234.5,-2657.9,-2852.4,-2936.4,-1728.0,0.0,-4056.4,-6718.8,-8323.1,-8398.8,-8435.6,-8462.3,-8365.9,-8428.5,-6340.9,-4727.0,1520.3
171.590864116943,-26550.25,-25483.125,-24654.25,-26004.875,-24155.75,-25234.25,-20177.875,-12511.875,-5756.0,-655.625,0.0,-828.5,-18652.0,-37321.75,-43813.875,-48927.0,-44042.375,-36824.625,-33176.375,-26504.125,1600.0
169.3,-22636.0,-21809.0,-22320.0,-22035.0,-22100.0,-21033.0,-14010.0,-6790.8,-3020.9,0.0,-6180.8,-29027.0,-39262.0,-41916.0,-41356.0,-41414.0,-35800.0,-29241.0,-25112.0,-22298.0,1000.0
162.99,-19603.0,-20253.0,-19602.0,-19801.0,-19489.0,-19909.0,-14431.0,-8809.6,-1891.4,0.0,-13953.0,-35117.0,-41810.0,-44401.0,-43566.0,-44564.0,-37132.0,-30328.0,-23387.0,-21288.0,1206.8
39.5827670252972,-4547.875,-5370.0,-4480.75,-4847.0,-4955.5,-4344.25,-4900.375,-4313.875,-1568.875,0.0,-823.125,-8298.375,-8165.375,-9216.5,-9921.625,-8619.5,-9988.25,-8700.625,-7277.375,-6410.125,1373.5
40.9281520003401,-7007.125,-6698.5,-6533.875,-6802.875,-6430.75,-6596.25,-6477.125,-5305.375,-2441.0,0.0,-10132.0,-12502.875,-13481.875,-13654.75,-13032.5,-13829.5,-13192.125,-12404.375,-9856.375,-7087.375,1033.5
18.800105103769802,-3243.125,-2948.75,-3170.375,-2973.75,-3077.5,-2946.625,-2870.875,-3038.5,-1407.875,-702.875,0.0,-5084.625,-6124.25,-6602.5,-6681.0,-6441.75,-6712.25,-6355.25,-4674.875,-3565.25,993.5
117.25,-16736.0,-16888.0,-16892.0,-16662.0,-16847.0,-16836.0,-13736.0,-7681.3,-2531.9,0.0,-10445.0,-29541.0,-35101.0,-34777.0,-34770.0,-35383.0,-31592.0,-24591.0,-19711.0,-17120.0,900.0
39.154,-7039.5,-4508.4,-6509.8,-5049.8,-5803.0,-5465.4,-5883.5,-5002.0,-3285.8,-364.38,-96.375,0.0,-8842.9,-8870.6,-9515.4,-10622.0,-11754.0,-8828.6,-10425.0,-6426.9,1827.0
64.1456497118436,-10341.625,-7783.125,-10051.875,-10070.375,-7479.75,-9583.75,-9441.125,-7788.625,-5585.75,-4583.375,-1997.875,0.0,-6973.75,-14841.0,-15452.0,-17827.25,-19240.125,-18399.0,-12427.5,-13485.125,1840.5
102.06,-13530.0,-13807.0,-12633.0,-13073.0,-13095.0,-12624.0,-12999.0,-9000.4,-5625.4,-3404.4,0.0,-7182.6,-21787.0,-23491.0,-28296.0,-28893.0,-26965.0,-23666.0,-19521.0,-14367.0,1633.5
44.149,-4788.0,-4474.9,-4572.5,-4591.5,-4676.3,-4357.9,-4580.6,-4408.4,-1626.3,0.0,-1015.0,-10301.0,-10813.0,-13102.0,-11751.0,-13333.0,-12352.0,-11294.0,-7779.5,-5032.6,1347.0
23.7841874578155,-3175.5625,-2915.25,-3111.125,-2784.375,-3043.625,-2665.125,-3020.3125,-2711.5625,-1244.0625,-277.75,0.0,-4835.0625,-5401.25,-6374.25,-5527.0,-6179.625,-5932.0,-5999.625,-4365.875,-3560.5,1013.5
69.8849273180551,-11234.125,-11685.375,-11160.0,-11323.25,-11285.25,-11053.25,-11181.5,-7611.625,-3534.125,-1491.75,0.0,-12480.75,-19585.5,-23017.0,-21918.25,-22688.75,-22847.5,-18388.875,-14682.75,-12037.625,1040.0
44.06800000000001,-6880.4,-4553.1,-6218.6,-4957.3,-5372.3,-4828.8,-5507.3,-4654.9,-3020.8,-635.25,-850.38,0.0,-10315.0,-10719.0,-11718.0,-13050.0,-14334.0,-10956.0,-11642.0,-7493.1,1873.5
92.349,-15358.0,-15785.0,-15065.0,-15480.0,-15304.0,-15257.0,-14958.0,-9285.3,-4107.8,-2177.1,0.0,-10555.0,-23457.0,-28185.0,-28075.0,-29574.0,-27788.0,-24050.0,-18660.0,-16848.0,1120.0
50.398,-7003.4,-6433.3,-6681.1,-6025.6,-6392.1,-6177.0,-6600.9,-5142.8,-2765.0,0.0,-2345.0,-12042.0,-13983.0,-15431.0,-14433.0,-15548.0,-14873.0,-13842.0,-9840.3,-6958.9,1180.1
186.32,-20323.0,-20576.0,-20386.0,-20362.0,-20315.0,-17707.0,-11192.0,-5195.2,-1360.6,0.0,-432.31,-20658.0,-39924.0,-42548.0,-43227.0,-39238.0,-31530.0,-25795.0,-21908.0,-20558.0,726.68
129.764715444753,-15087.125,-15449.375,-14535.25,-14883.125,-14854.25,-15296.0,-12763.375,-8415.75,-3171.125,-1688.25,0.0,-10594.75,-25718.375,-31048.875,-32760.375,-31703.75,-29532.5,-23604.125,-17914.875,-16083.625,1153.5
51.258,-6673.8,-6552.1,-6642.8,-6464.0,-6447.4,-6603.3,-6583.9,-4923.0,-2206.9,-894.63,0.0,-10029.0,-13748.0,-14345.0,-15070.0,-14385.0,-14336.0,-12357.0,-8808.5,-7256.5,866.75
171.829836477052,-23728.625,-24124.5,-24017.625,-23773.125,-23860.375,-22181.375,-14512.75,-6706.875,-1970.5,0.0,-17304.0,-39967.375,-46287.375,-45916.75,-46190.75,-45739.125,-38741.375,-30737.75,-26675.5,-24597.5,893.5
220.07,-31189.0,-30360.0,-30824.0,-30391.0,-30370.0,-28579.0,-19438.0,-12163.0,-4516.9,-2570.1,0.0,-2736.9,-22726.0,-43956.0,-53999.0,-56501.0,-48243.0,-42424.0,-35815.0,-32139.0,1446.9
105.53421405976201,-13678.125,-13711.875,-13230.75,-13335.125,-13093.125,-13705.5,-12512.25,-8190.25,-3951.125,-1723.125,0.0,-9067.0,-23240.875,-27801.75,-29573.625,-28397.375,-28094.25,-22182.5,-16989.5,-14302.0,1180.0869565217401
22.534599882701997,-2807.125,-3020.875,-2934.25,-2285.25,-3140.75,-2254.625,-2829.625,-2529.5,-2036.75,0.0,-3609.375,-6335.75,-6582.125,-7624.5,-6608.25,-7453.5,-6852.25,-7045.0,-5626.875,-4160.625,1360.06
102.064643037663,-13769.125,-13923.875,-13803.5,-13704.75,-13847.625,-13821.125,-11644.25,-5555.625,-982.125,0.0,-20446.875,-29607.125,-29778.75,-29645.625,-29862.875,-30077.625,-26973.625,-20247.625,-15850.875,-13983.25,726.62
31.6154110462534,-5468.5,-4226.875,-5191.75,-4396.75,-4554.75,-4998.75,-3917.5,-4943.5,-2088.5,0.0,-3530.375,-6840.0,-8612.25,-8228.0,-9123.25,-8217.75,-9026.75,-8507.0,-7268.0,-5958.875,1587.0
218.14992400280602,-30315.25,-28644.25,-27316.75,-28664.5,-27901.625,-27050.0,-20778.5,-14204.75,-7846.375,-2860.0,-719.125,0.0,-8949.75,-27644.0,-44816.875,-50899.25,-48523.625,-42647.625,-34867.375,-29806.875,1807.0
159.79,-22560.0,-21243.0,-22363.0,-20897.0,-21870.0,-21461.0,-16675.0,-10918.0,-3354.5,-229.38,0.0,-11706.0,-31807.0,-37689.0,-42633.0,-42228.0,-38140.0,-33955.0,-26477.0,-23932.0,1460.2
85.296,-12016.0,-12286.0,-11551.0,-12080.0,-11527.0,-12130.0,-11409.0,-7150.8,-3160.9,0.0,-13730.0,-22560.0,-26365.0,-25557.0,-27385.0,-26089.0,-26610.0,-20569.0,-15771.0,-13051.0,1160.1
131.69,-14538.0,-14527.0,-14493.0,-14394.0,-14508.0,-14449.0,-10942.0,-5604.6,-1658.8,0.0,-639.0,-19226.0,-29005.0,-30973.0,-31691.0,-30762.0,-26572.0,-20650.0,-16627.0,-14966.0,833.5
103.673072581812,-13365.0,-13639.125,-13386.0,-13348.5,-13182.5,-13231.875,-12298.5,-7471.0,-2787.625,0.0,-6777.875,-23185.0,-27695.625,-29103.875,-29446.375,-28800.125,-27981.625,-21724.5,-16704.0,-14416.25,1093.5
36.932,-10344.0,-7333.3,-7369.4,-9908.4,-7059.3,-7675.9,-8873.9,-8422.1,-5370.4,-3820.4,-3094.9,0.0,-5351.5,-12457.0,-10481.0,-11463.0,-13918.0,-13273.0,-9964.9,-10208.0,1980.4
158.05,-18861.0,-18751.0,-17574.0,-18366.0,-18065.0,-17632.0,-15417.0,-9346.3,-5844.1,-1267.3,0.0,-1527.1,-13548.0,-28837.0,-34105.0,-37671.0,-35020.0,-27305.0,-24406.0,-19510.0,1540.1
35.4876120082348,-6569.75,-3644.625,-5875.875,-4647.25,-4442.5,-5538.0,-4071.375,-5032.5,-2628.75,0.0,-1700.125,-7239.125,-8523.0,-8993.875,-9760.25,-8763.375,-9603.625,-9394.625,-7832.5,-5942.625,1573.5
188.570021772752,-25662.75,-23128.5,-25039.625,-23698.875,-23767.25,-24061.125,-15781.125,-11241.75,-3123.25,0.0,-246.375,-8995.375,-30978.5,-40641.375,-45960.25,-47561.75,-39522.375,-36968.875,-28938.5,-25631.0,1486.83333333333
128.68,-15748.0,-15759.0,-15344.0,-15624.0,-15384.0,-15666.0,-12020.0,-6414.9,-110.25,0.0,-16517.0,-27482.0,-31473.0,-30797.0,-32511.0,-31104.0,-29732.0,-24126.0,-19207.0,-16591.0,1146.9
124.68171866708299,-13112.0,-12939.063,-13328.563,-13369.125,-13011.813,-12966.25,-10073.875,-4883.0625,-1158.25,0.0,-2689.25,-21918.813,-28395.063,-28091.688,-28603.438,-28847.688,-24211.875,-18177.125,-14980.813,-13582.188,753.5
105.95127605897301,-13351.0,-12976.625,-12428.375,-12428.75,-12422.0,-12324.25,-12515.0,-8195.25,-5352.875,-1587.375,0.0,-10697.125,-22548.375,-24780.75,-28566.375,-28740.375,-26583.0,-24019.375,-18447.625,-14203.375,1613.60416666667
156.658655473865,-22611.0,-19740.875,-21998.75,-20006.375,-20883.625,-20966.75,-16667.0,-11655.5,-4974.375,-1179.375,0.0,-7146.5,-29031.875,-37142.375,-42770.75,-44660.625,-38373.875,-34831.375,-25870.625,-22788.875,1513.5625
82.16799999999998,-9806.1,-9607.6,-11600.0,-10067.0,-8758.3,-11307.0,-9344.1,-8669.3,-4962.3,-4332.6,0.0,-1514.1,-11777.0,-17914.0,-18996.0,-21580.0,-23009.0,-19145.0,-14768.0,-15157.0,1807.0
61.3889960139893,-6518.75,-5618.0,-7752.5,-6347.0,-5180.875,-7595.0,-6061.625,-5687.375,-3872.25,-2370.125,-229.75,0.0,-7223.625,-12659.625,-13284.625,-14841.0,-16350.0,-13710.0,-9835.5,-10361.5,1713.58
188.97,-22487.0,-22628.0,-22491.0,-22530.0,-22453.0,-19873.0,-12300.0,-4740.5,0.0,-8268.0,-38917.0,-48738.0,-48993.0,-49434.0,-49753.0,-45875.0,-36946.0,-29755.0,-24629.0,-22734.0,820.0
202.503438105653,-23587.0,-23776.125,-22659.0,-23344.25,-23028.75,-22419.375,-16301.75,-11265.25,-4309.25,0.0,-1531.5,-13377.875,-28294.875,-40789.625,-43966.875,-46549.375,-38873.875,-34428.25,-29461.75,-25518.0,1640.34
50.921124103233794,-7755.75,-7714.25,-7690.0,-7594.75,-7615.875,-7620.375,-7610.0,-5468.875,-2269.25,0.0,-2707.0,-12286.5,-14341.0,-13916.5,-15154.5,-14376.25,-14702.75,-13185.375,-10001.25,-8173.625,960.0
210.51,-29818.0,-29776.0,-29529.0,-29860.0,-29495.0,-27152.0,-18721.0,-8947.8,-3722.3,0.0,-4876.4,-31163.0,-50379.0,-57993.0,-58168.0,-56495.0,-48515.0,-40082.0,-34093.0,-31223.0,1240.2
29.666900087512698,-4222.5,-2882.375,-3563.625,-3282.375,-2742.5,-3782.75,-2941.75,-3028.375,-2387.375,-881.75,-669.25,0.0,-7356.75,-7087.125,-7716.625,-9357.0,-7473.5,-8863.25,-6772.0,-4280.875,1533.5
106.708435816996,-12909.625,-13379.5,-12781.125,-12401.25,-12956.25,-12629.0,-12098.125,-8087.0,-4705.5,-841.25,0.0,-9968.0,-19954.625,-20609.5,-23940.5,-25487.75,-23083.0,-20711.25,-18462.5,-14641.25,1660.25
25.777,-2231.6,-3424.0,-1906.8,-3047.0,-2319.5,-2987.8,-2295.5,-2951.6,-608.88,0.0,-3945.0,-7091.0,-7278.3,-8151.9,-7582.0,-7856.6,-7300.5,-8100.0,-5053.0,-4237.3,1273.5
140.964914144049,-14643.313,-15774.563,-14850.625,-15084.688,-14606.813,-15394.625,-11694.938,-7968.0,-2299.625,-1312.25,0.0,-13166.563,-26747.25,-31879.25,-32606.313,-32660.438,-28097.75,-23143.188,-17681.563000000002,-16349.438,1093.5
123.785551299606,-17392.25,-17738.25,-16813.25,-17357.125,-17005.375,-16977.25,-15018.75,-8723.75,-3506.375,-18.75,0.0,-10604.0,-26543.0,-30497.875,-33994.125,-32216.5,-33144.625,-26380.625,-22687.625,-18917.0,1393.5
171.96,-24037.0,-24074.0,-23972.0,-24091.0,-24061.0,-21588.0,-13009.0,-4698.8,0.0,-11542.0,-44672.0,-50570.0,-51771.0,-51558.0,-51523.0,-48305.0,-38502.0,-30416.0,-25668.0,-23972.0,693.5
62.43,-8904.4,-8516.1,-9572.6,-8139.3,-8692.3,-9066.5,-8436.6,-7638.1,-4066.4,-3597.2,0.0,-1436.2,-9852.6,-13125.0,-13681.0,-15977.0,-15882.0,-13547.0,-12287.0,-11331.0,1600.0
21.748,-1777.1,-1473.2,-1412.1,-1578.2,-1274.0,-1470.4,-1319.2,-1246.8,0.0,-777.25,-4367.8,-4910.6,-4668.6,-5280.6,-4842.3,-5111.9,-5117.2,-4730.2,-3087.7,-1641.1,880.0
53.24949908417621,-7494.0625,-5066.0625,-6756.75,-7967.0,-5023.0,-6329.625,-7495.8125,-5427.9375,-4137.75,-3693.0,-2355.8125,0.0,-7885.5,-12240.125,-11067.625,-12898.188,-14353.375,-13038.125,-8298.3125,-9712.5,1733.5
174.78,-21908.0,-20786.0,-21438.0,-20156.0,-20930.0,-20910.0,-16739.0,-10132.0,-7775.8,-554.13,0.0,-7715.0,-20968.0,-31551.0,-37059.0,-39391.0,-37021.0,-30280.0,-27916.0,-23489.0,1727.0
214.06,-23430.0,-24622.0,-23261.0,-23793.0,-23800.0,-21177.0,-15403.0,-8263.5,-2750.5,0.0,-6109.5,-26605.0,-42681.0,-48553.0,-50131.0,-47452.0,-40976.0,-33156.0,-27465.0,-25606.0,1327.0
225.88,-28499.0,-29078.0,-28302.0,-28727.0,-28346.0,-25492.0,-18002.0,-10064.0,-4259.6,-1989.8,0.0,-7733.6,-29553.0,-49395.0,-56316.0,-54071.0,-45973.0,-38526.0,-32289.0,-30417.0,1286.8
139.56338391448799,-20253.0,-20512.5,-20173.125,-19968.875,-20257.25,-20014.625,-16663.875,-10463.5,-3784.875,-1363.875,0.0,-5795.75,-26330.25,-33036.5,-37723.25,-37143.375,-35853.375,-29877.25,-24857.875,-22055.375,1346.94
