n_components,n_bga,n_ict,bga_pinCount,bga_min_pin_grid,bga_max_pin_grid,bga_mean_pin_grid,n_holes_a,n_holes_b,holes_area_a,holes_area_b,area_occupied_by_holes_a,area_occupied_by_holes_b,n_components_a,n_components_b,n_power_components,cooling_layer_a_area,cooling_layer_b_area,has_cooling_layer_a,has_cooling_layer_b,layout_layer_area,area_occupied_by_components_b,area_occupied_by_components_a,area_occupied_by_cooling_layer_a,area_occupied_by_cooling_layer_b,is_via,is_viap,number_of_net,max_height,number_of_gnd,number_of_conducting_layer,num_geom_cool_area_B,num_geom_cool_area_A,num_x_comps,x_component_pinCount,area_x_comps,mean_area_x_comps,per_power_comps_area_a,per_power_comps_area_b,test_caf2_2000h,test_caf2_1600h,caf2_500h,caf2_1000h,caf2_1500h,caf2_2000h,ruf_max_voltage,ruf_cond_inner_thickness,ruf_cond_outer_thickness,Product class
288,0,0,0,0,0,0,18,0,1.6938,0,0.00342689,0,288,0,0,0,0,FALSE,FALSE,494.2674,0.00342689,0.15870154,0,0,TRUE,FALSE,160,576,0,6,0,0,6,216,60.324,10.054,0,0,0,0,0,0,0,0,1500,0.06603333,0.039,4
1951,2,580,568,0,1,0,4,0,0,0,0,0,776,1175,220,37.7766,0,TRUE,FALSE,283.7133,0.25501785,0.6466794,0.1331506,0,TRUE,FALSE,1034,1182,25,4,0,3,4,285,129.8283,25.96566,0.5576441,0,0,0,0,1,0,0,0,0.0249,0.054,0
2295,0,637,0,0,0,0,4,0,0.4688,0,0.001476522,0,809,1486,290,52.0853,0,TRUE,FALSE,317.5029,0.33682257,0.5714539,0.16404669,0,TRUE,FALSE,965,4322,33,6,0,3,3,270,78.65924,26.219748,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
1547,0,445,0,0,0,0,4,0,0.4692,0,0.002323419,0,626,921,256,33.6591,3.3912,TRUE,TRUE,201.9438,0.2504358,0.7394327,0.16667558,0.016792791,TRUE,FALSE,615,2926,28,4,2,2,3,176,102.54751,34.182503,0.07706386,0.7648915,0,0,0,0,0,0,1500,0.0249,0.054,0
49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,FALSE,FALSE,740.5677,0,0.007224188,0,0,TRUE,FALSE,53,98,17,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1500,0.0249,0.039,3
1370,0,380,0,0,0,0,4,0,0.468,0,0.003094244,0,652,718,69,8.3826,7.8768,TRUE,TRUE,151.2486,0.2831306,0.5768597,0.05542266,0.0520785,TRUE,FALSE,553,2638,31,4,1,2,3,178,49.19418,16.39806,0.34302005,0.3650467,0,0,0,0,0,0,1500,0.0249,0.054,0
601,0,47,0,0,0,0,1,1,0.1239,0.1237,0.002385532,0.002381681,233,368,0,0,0,FALSE,FALSE,51.9381,0.334464,0.8008809,0,0,TRUE,FALSE,353,1188,14,4,0,0,2,109,29.076231,14.5381155,0,0,0,0,0,0,0,0,1500,0.0249,0.054,3
27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,FALSE,FALSE,134.865,0.04781893,0.34979793,0,0,TRUE,FALSE,18,54,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
1492,0,418,0,0,0,0,4,0,0.4688,0,0.002954074,0,815,677,0,0,0,FALSE,FALSE,158.6961,0.21824643,0.5436877,0,0,TRUE,FALSE,756,2824,11,4,0,0,4,110,52.962475,13.240619,0,0,0,0,0,1,0,0,2500,0.0249,0.054,7
264,0,87,0,0,0,0,0,0,0,0,0,0,140,124,0,0,0,FALSE,FALSE,44.2008,0.13549152,0.31982297,0,0,TRUE,FALSE,90,500,2,4,0,0,14,14,0.99543065,0.07110219,0,0,0,0,0,0,0,0,0,0.0866,0.054,7
101,2,10,158,0,1,0,0,0,0,0,0,0,35,66,0,0,0,FALSE,FALSE,6.0444,0.29213047,0.44399774,0,0,TRUE,TRUE,149,65,2,4,0,0,8,8,0.5796533,0.072456665,0,0,0,0,0,0,0,0,0,0.0249,0.039,6
689,0,212,0,0,0,0,2,0,0.2232,0,0.0031019,0,474,215,0,0,0,FALSE,FALSE,71.9559,0.43844888,0.5352225,0,0,TRUE,TRUE,662,1378,2,8,0,0,4,140,8.040216,2.010054,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
25,0,0,0,0,0,0,3,0,0.2823,0,0.003524661,0,25,0,0,0,0,FALSE,FALSE,80.0928,0.003524661,0.42767265,0,0,TRUE,FALSE,14,50,0,2,0,0,1,36,10.054,10.054,0,0,0,0,0,0,0,0,1500,0.054,0.054,4
21,0,4,0,0,0,0,1,0,0.1816,0,0.0894405,0,19,2,0,0,0,FALSE,FALSE,2.0304,0.0894405,0.27078408,0,0,TRUE,FALSE,6,42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.054,0.054,1
771,0,262,0,0,0,0,2,0,0,0,0,0,290,481,0,0,0,FALSE,FALSE,71.9748,0.3428599,0.8675542,0,0,TRUE,FALSE,267,1486,1,4,0,0,2,134,37.099842,18.549921,0,0,0,0,0,0,0,0,1000,0.03,0.05,3
320,0,41,0,0,0,0,2,0,0.2474,0,0.007798709,0,131,189,0,0,0,FALSE,FALSE,31.7232,0.28957146,0.8929648,0,0,TRUE,FALSE,164,640,14,4,0,0,1,48,16.1121,16.1121,0,0,0,0,0,0,0,0,1500,0.0249,0.054,3
361,0,23,0,0,0,0,0,0,0,0,0,0,124,237,0,0,0,FALSE,FALSE,30.0447,0.3747917,0.27412727,0,0,TRUE,TRUE,261,722,7,8,0,0,18,96,8.843876,0.49132645,0,0,0,0,0,0,0,0,1500,0.0249,0.039,6
104,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,FALSE,FALSE,19.3167,0,0.061444137,0,0,FALSE,FALSE,23,208,0,6,0,0,76,76,0.701898,0.0092355,0,0,0,0,0,0,0,0,0,0,0,4
2260,0,802,0,0,0,0,3,0,0.268,0,0.001071644,0,1194,1066,0,0,0,FALSE,FALSE,250.083,0.23269643,0.23262683,0,0,TRUE,FALSE,986,4256,2,4,0,0,198,198,6.001815,0.030312197,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
66,0,23,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,FALSE,FALSE,3.2634,0.002359502,0.4681554,0,0,TRUE,TRUE,30,132,1,4,0,0,8,17,0.41027835,0.051284794,0,0,0,0,0,0,0,0,1500,0.0249,0.039,1
1616,0,489,0,0,0,0,4,0,0.4688,0,0.002477109,0,883,733,124,13.3209,14.7618,TRUE,TRUE,189.2529,0.30608013,0.7972312,0.07038677,0.07800039,TRUE,FALSE,656,3046,9,4,1,2,4,198,89.373276,22.343319,0.72907233,0.65790755,0,0,0,0,0,0,1500,0.0249,0.054,7
134,0,17,0,0,0,0,0,0,0,0,0,0,114,20,0,0,0,FALSE,FALSE,24.6726,0.018267227,0.29955456,0,0,TRUE,FALSE,70,268,1,4,0,0,6,23,1.25169,0.208615,0,0,0,0,0,0,0,0,1500,0.0249,0.039,6
397,0,0,0,0,0,0,4,0,0.4958,0,0.007012244,0,369,28,0,0,0,FALSE,FALSE,70.7049,0.16982698,0.14473177,0,0,TRUE,FALSE,51,794,0,4,0,0,355,387,9.061445,0.025525197,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
43,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,0,FALSE,FALSE,740.5668,0,0.007224197,0,0,TRUE,FALSE,47,86,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.36,0.054,3
140,0,0,0,0,0,0,4,0,0.3764,0,0.00063367,0,140,0,0,0,0,FALSE,FALSE,594,0.032193266,0.09307475,0,0,TRUE,FALSE,3249,280,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0.039,4
49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,FALSE,FALSE,740.5668,0,0.007224197,0,0,TRUE,FALSE,53,98,17,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1500,0.0249,0.054,3
117,0,0,0,0,0,0,0,0,0,0,0,0,116,1,0,0,0,FALSE,FALSE,721.2024,0.025172962,0.02657021,0,0,TRUE,FALSE,32,234,1,6,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,7
90,0,0,0,0,0,0,0,0,0,0,0,0,89,1,0,0,0,FALSE,FALSE,721.2078,0.025172772,0.025858428,0,0,TRUE,FALSE,58,180,1,6,0,0,44,44,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
1051,0,360,0,0,0,0,2,0,0.3779,0,0.000983846,0,1033,18,0,0,0,FALSE,FALSE,384.1047,0.077534586,0.24484915,0,0,TRUE,FALSE,515,2102,12,6,0,0,12,21,1.4995058,0.12495882,0,0,0,0,0,0,0,0,1500,0.0557,0.054,7
2186,1,616,516,0,0,0,4,0,0,0,0,0,906,1280,389,33.6591,3.3912,TRUE,TRUE,201.9438,0.26429412,0.6979791,0.16667558,0.016792791,TRUE,FALSE,959,1289,29,6,2,2,4,245,107.258705,21.45174,0.43753102,0.48964968,0,0,0,1,0,0,0,0.0249,0.054,0
1017,0,302,0,0,0,0,2,0,0,0,0,0,481,536,0,0,0,FALSE,FALSE,65.1924,0.28081116,0.2932254,0,0,TRUE,FALSE,421,534,2,6,0,0,45,63,2.7812219,0.031604793,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
930,0,209,0,0,0,0,4,0,0.4688,0,0.004467621,0,546,384,0,0,0,FALSE,FALSE,104.9328,0.21554017,0.95917326,0,0,TRUE,FALSE,368,1702,19,4,0,0,2,127,70.15484,35.07742,0,0,0,0,0,0,0,0,1000,0.0249,0.039,0
167,0,39,0,0,0,0,0,0,0,0,0,0,94,73,0,0,0,FALSE,FALSE,16.2918,0.2763292,0.30130494,0,0,TRUE,FALSE,59,334,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
2119,0,861,0,0,0,0,3,0,0.2678,0,0.000906703,0,1148,971,0,0,0,FALSE,FALSE,295.3557,0.14039035,0.21443844,0,0,TRUE,FALSE,1054,4238,3,4,0,0,4,200,14.681515,3.6703787,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
426,2,52,128,0,0,0,2,0,0,0,0,0,210,216,0,0,0,FALSE,FALSE,39.6549,0.35484225,0.68521416,0,0,TRUE,FALSE,228,189,12,4,0,0,10,57,17.104834,8.552417,0,0,0,0,0,0,0,0,0,0.0249,0.054,3
1008,0,152,0,0,0,0,0,0,0,0,0,0,520,488,0,0,0,FALSE,FALSE,265.8906,0.16042936,0.24525425,0,0,TRUE,FALSE,666,2016,12,8,0,0,92,105,1.5902573,0.017285405,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
1152,0,311,0,0,0,0,4,0,0,0,0,0,501,651,0,0,0,FALSE,FALSE,208.3653,0.31327736,0.50762695,0,0,TRUE,FALSE,647,2182,7,4,0,0,3,180,50.2139,16.737967,0,0,0,0,0,0,0,0,800,0.03,0.05,0
1080,0,308,0,0,0,0,4,0,0,0,0,0,552,528,88,9.3825,6.4746,TRUE,TRUE,138.9726,0.27188998,0.7199853,0.06751331,0.04658904,TRUE,FALSE,446,498,16,4,1,2,3,193,71.89549,17.973873,0.53362113,0.4689865,0,0,0,0,0,0,0,0.0249,0.054,0
270,0,0,0,0,0,0,4,0,0,0,0,0,118,152,0,0,0,FALSE,FALSE,71.2467,0.07912367,0.10790254,0,0,TRUE,FALSE,22,259,0,6,0,0,103,103,7.931,0.0385,0,0,0,0,0,0,0,0,0,0.0249,0.054,4
2724,3,821,620,0,1,0,4,0,0,0,0,0,966,1758,402,63.2349,4.9032,TRUE,TRUE,287.9388,0.33022246,0.5900054,0.21961229,0.017028619,TRUE,FALSE,1272,1771,32,6,3,1,4,299,115.3743,23.07486,0.5633076,0.62106377,0,0,0,1,0,0,0,0.0249,0.054,0
28,0,4,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,FALSE,FALSE,2.8341,0.015878057,0.22324547,0,0,TRUE,FALSE,13,56,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.039,0.039,1
18,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,FALSE,FALSE,0.4806,0.011444029,0.3843113,0,0,TRUE,FALSE,6,36,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0.05,0.05,1
1882,0,548,0,0,0,0,4,0,0.4682,0,0.001832491,0,664,1218,248,43.7805,6.5727,TRUE,TRUE,255.4992,0.25658068,0.7010886,0.17135279,0.025724934,TRUE,FALSE,1063,3756,30,6,3,2,6,328,117.98604,19.664341,0.10769178,0.71733075,0,0,0,1,0,0,1500,0.0249,0.054,0
548,0,44,0,0,0,0,0,2,0,0.2474,0,0.003142198,227,321,0,0,0,FALSE,FALSE,78.7347,0.29763114,0.9697914,0,0,TRUE,FALSE,375,1076,27,4,0,0,2,166,50.699333,25.349667,0,0,0,0,0,0,0,0,1500,0.0249,0.054,3
1100,0,201,0,0,0,0,4,0,0,0,0,0,573,527,0,0,0,FALSE,FALSE,83.1465,0.28439087,0.8970051,0,0,TRUE,TRUE,469,536,5,6,0,0,3,71,44.795036,11.198759,0,0,0,0,0,0,0,0,0,0.0249,0.039,7
777,8,125,1298,0,1,0,2,0,0,0,0,0,736,41,0,0,0,FALSE,FALSE,88.9011,0.042838614,0.36932805,0,0,TRUE,TRUE,861,676,22,9,0,0,9,166,5.6003704,0.5091246,0,0,0,0,0,0,0,0,0,0.0249,0.039,5
1556,0,445,0,0,0,0,4,0,0.4692,0,0.002323419,0,635,921,256,33.6591,3.3912,TRUE,TRUE,201.9438,0.2504358,0.7394327,0.16667558,0.016792791,TRUE,FALSE,615,2944,28,4,2,2,3,176,102.54751,34.182503,0.07706386,0.7648915,0,0,0,0,0,0,1500,0.0249,0.054,0
73,0,0,0,0,0,0,2,0,0.247,0,0.001728348,0,39,34,0,0,0,FALSE,FALSE,142.911,0.3363485,0.2132621,0,0,TRUE,TRUE,4739,146,3,8,0,0,2,120,8.8256,4.4128,0,0,0,0,0,0,0,0,0,0,0,4
279,0,0,0,0,0,0,0,0,0,0,0,0,240,39,0,0,0,FALSE,FALSE,5.661,0.17613496,0.43639076,0,0,TRUE,TRUE,92,550,5,5,0,0,17,17,0.16270813,0.009571066,0,0,0,0,0,0,0,0,0,0,0,7
33,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,FALSE,FALSE,740.5677,0,0.007224188,0,0,TRUE,FALSE,37,66,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.039,3
2726,1,855,516,0,0,0,4,0,0,0,0,0,1149,1577,188,26.2035,19.2213,TRUE,TRUE,287.2665,0.32532227,0.570495,0.09121669,0.06691104,TRUE,FALSE,1230,1594,15,8,1,2,3,212,81.37549,20.343872,0.59204304,0.54463017,0,0,0,0,0,0,0,0.0249,0.054,7
232,0,0,0,0,0,0,24,0,2.2584,0,0.00380202,0,232,0,0,0,0,FALSE,FALSE,594,0.005716499,0.26749092,0,0,TRUE,FALSE,3997,464,1,4,0,0,2,64,4.1412,2.0706,0,0,0,0,0,0,0,0,2500,0.0249,0.039,4
41,0,0,0,0,0,0,4,0,0.4688,0,0.001849583,0,29,12,0,0,0,FALSE,FALSE,253.4625,0.11338181,0.5644559,0,0,TRUE,FALSE,169,64,2,6,0,0,1,156,80.20381,80.20381,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
265,0,94,0,0,0,0,1,0,0.0941,0,0.001132068,0,248,17,0,0,0,FALSE,FALSE,83.1222,0.17520127,0.41094455,0,0,TRUE,FALSE,103,530,2,6,0,0,14,14,1.9706148,0.1407582,0,0,0,0,0,0,0,0,2500,0.105,0.054,7
1336,1,383,292,0,0,0,2,0,0,0,0,0,783,553,0,0,0,FALSE,FALSE,94.7745,0.32064843,0.3019513,0,0,TRUE,TRUE,620,743,11,8,0,0,28,97,6.051477,0.30257383,0,0,0,0,0,0,0,0,0,0.04954,0.054,7
144,0,120,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,FALSE,FALSE,105.5619,0.24053186,0.002351227,0,0,TRUE,TRUE,3562,288,11,7,0,0,1,60,8.811,8.811,0,0,0,0,0,0,0,0,1500,0.0265,0.018,5
2355,0,616,0,0,0,0,4,0,0.468,0,0.001474123,0,841,1514,0,0,0,FALSE,FALSE,317.4768,0.33662158,0.5669488,0,0,TRUE,FALSE,959,4402,29,6,0,0,3,270,78.65924,26.219748,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
1203,1,329,56,0,0,0,2,0,0,0,0,0,721,482,0,0,0,FALSE,FALSE,94.7718,0.30694997,0.2673354,0,0,TRUE,TRUE,468,689,11,6,0,0,34,95,5.600959,0.2154215,0,0,0,0,0,0,0,0,0,0.045433335,0.054,7
1477,0,414,0,0,0,0,4,0,0,0,0,0,717,760,0,0,0,FALSE,FALSE,208.3113,0.32715452,0.78098536,0,0,TRUE,FALSE,705,2846,18,6,0,0,3,204,97.0895,32.363167,0,0,0,0,0,0,0,0,800,0.03,0.05,0
434,0,80,0,0,0,0,0,0,0,0,0,0,413,21,0,0,0,FALSE,FALSE,34.3692,0.13250212,0.5363182,0,0,TRUE,TRUE,415,868,9,7,0,0,16,65,4.378526,0.2736579,0,0,0,0,0,0,0,0,1500,0.0265,0.018,5
20,0,3,0,0,0,0,2,0,0,0,0,0,19,1,0,0,0,FALSE,FALSE,14.3568,0.1311743,0.34121412,0,0,TRUE,FALSE,4,16,1,2,0,0,3,3,0.18648614,0.031081025,0,0,0,0,0,1,0,0,0,0.054,0.054,7
3349,8,903,1698,0,0,0,4,0,0,0,0,0,1238,2111,378,40.9644,0,TRUE,FALSE,248.0004,0.3710946,0.47463918,0.16517876,0,TRUE,TRUE,1841,2119,20,8,0,2,6,238,60.34262,8.620375,0.47316694,0,0,0,0,0,0,0,0,0.0249,0.039,7
327,0,101,0,0,0,0,2,0,0.0618,0,0.001940943,0,151,176,0,0,0,FALSE,FALSE,31.8402,0.24207605,0.9161861,0,0,TRUE,FALSE,138,614,3,4,0,0,2,46,19.800348,9.900174,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
20,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,FALSE,FALSE,512.1369,0.068262994,0.06889564,0,0,TRUE,TRUE,47,40,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.0249,0.039,7
158,0,27,0,0,0,0,0,0,0,0,0,0,71,87,0,0,0,FALSE,FALSE,14.976,0.3531517,0.7564436,0,0,TRUE,FALSE,101,298,1,4,0,0,1,16,4.6545,4.6545,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
323,0,4,0,0,0,0,8,0,0.7152,0,0.001075943,0,322,1,0,0,0,FALSE,FALSE,664.7193,0.00697693,0.035436764,0,0,TRUE,FALSE,2633,646,0,6,0,0,3,96,6.2118,2.0706,0,0,0,0,0,0,0,0,2500,0.0249,0.054,4
281,0,0,0,0,0,0,0,0,0,0,0,0,241,40,0,0,0,FALSE,FALSE,5.049,0.21818182,0.48069572,0,0,TRUE,TRUE,87,554,2,5,0,0,18,18,0.17163274,0.009535152,0,0,0,0,0,0,0,0,0,0,0,7
865,0,239,0,0,0,0,3,0,0.2824,0,0.002899149,0,569,296,0,0,0,FALSE,FALSE,97.4079,0.3620407,0.35503978,0,0,TRUE,FALSE,454,1692,9,6,0,0,25,47,3.6737416,0.14694966,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
86,0,10,0,0,0,0,0,0,0,0,0,0,31,55,0,0,0,FALSE,FALSE,6.0444,0.23969018,0.43041492,0,0,TRUE,TRUE,120,172,1,4,0,0,5,5,0.36228332,0.072456665,0,0,0,0,0,0,0,0,1500,0.0249,0.039,6
198,0,59,0,0,0,0,1,0,0.0311,0,0.001329316,0,78,120,0,0,0,FALSE,FALSE,23.3955,0.16721421,0.30076125,0,0,TRUE,FALSE,68,376,2,2,0,0,1,26,0.49886,0.49886,0,0,0,0,0,0,0,0,1500,0.054,0.054,7
1661,0,464,0,0,0,0,4,0,0,0,0,0,870,791,0,0,0,FALSE,FALSE,227.9772,0.32225528,0.656607,0,0,TRUE,FALSE,783,3222,20,6,0,0,2,210,76.75714,38.37857,0,0,0,0,0,0,0,0,1000,0.3,0.018,0
264,0,94,0,0,0,0,1,0,0.0941,0,0.001136956,0,247,17,0,0,0,FALSE,FALSE,82.7649,0.17512393,0.40976688,0,0,TRUE,FALSE,103,528,2,6,0,0,14,14,1.9706148,0.1407582,0,0,0,0,0,0,0,0,2500,0.0866,0.054,7
232,0,16,0,0,0,0,0,0,0,0,0,0,137,95,0,0,0,FALSE,FALSE,25.3836,0.23935533,0.28736752,0,0,TRUE,TRUE,156,464,2,6,0,0,5,21,1.063322,0.21266438,0,0,0,0,0,0,0,0,2500,0.0249,0.054,6
490,0,170,0,0,0,0,2,0,0.1576,0,0.002575504,0,210,280,17,5.4225,0,TRUE,FALSE,61.1919,0.2864494,0.22161633,0.08861467,0,TRUE,FALSE,219,952,12,6,0,4,32,73,4.7479243,0.14837264,0,0,0,0,0,0,0,0,2500,0.0249,0.054,7
1909,0,515,0,0,0,0,4,0,0.47,0,0.001898769,0,973,936,0,0,0,FALSE,FALSE,247.5288,0.29281464,0.65052754,0,0,TRUE,FALSE,863,3686,30,6,0,0,3,220,77.665924,25.888641,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
1268,0,337,0,0,0,0,1,0,0.1235,0,0.000465858,0,928,340,0,0,0,FALSE,FALSE,265.1022,0.18630031,0.35180566,0,0,TRUE,FALSE,518,2448,2,6,0,0,5,23,3.9105554,0.7821111,0,0,0,0,0,0,0,0,1500,0.0866,0.054,7
346,0,0,0,0,0,0,2,0,0,0,0,0,173,173,0,0,0,FALSE,FALSE,94.7745,0.16922636,0.17437573,0,0,TRUE,FALSE,241,168,0,6,0,0,6,75,5.4692163,0.45576805,0,0,0,0,0,0,0,0,0,0.0249,0.054,4
934,0,254,0,0,0,0,2,0,0.2466,0,0.001605484,0,378,556,117,3.5802,26.5212,TRUE,TRUE,153.5985,0.18001477,0.36946,0.023308821,0.17266575,TRUE,FALSE,420,1756,3,6,2,4,1,90,27.0378,27.0378,0.6407184,0.08649307,0,0,0,0,0,0,0,0,0,7
466,0,0,0,0,0,0,4,0,0.4862,0,0.006824176,0,422,44,0,0,0,FALSE,FALSE,71.2467,0.1708851,0.14000648,0,0,TRUE,TRUE,22,932,0,7,0,0,408,408,8.8128,0.0216,0,0,0,0,0,0,0,0,2500,0.0265,0.018,5
135,0,46,0,0,0,0,3,0,0.1375,0,0.024089841,0,52,83,0,0,0,FALSE,FALSE,5.7078,0.34258384,0.4023617,0,0,TRUE,TRUE,66,258,1,6,0,0,1,8,0.4395,0.4395,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
2676,0,719,0,0,0,0,4,0,0.4716,0,0.001203889,0,1485,1191,0,0,0,FALSE,FALSE,391.7304,0.19974922,0.8116801,0,0,TRUE,FALSE,1082,5060,25,8,0,0,5,362,187.87013,37.574024,0,0,0,0,0,0,0,0,1500,0.0249,0.039,0
1176,0,305,0,0,0,0,2,0,0.2472,0,0.002463047,0,528,648,0,0,0,FALSE,FALSE,100.3635,0.241473,0.28045654,0,0,TRUE,TRUE,495,2352,3,8,0,0,8,223,11.977877,1.4972346,0,0,0,0,0,0,0,0,0,0,0,7
934,0,254,0,0,0,0,2,0,0.2466,0,0.001605484,0,378,556,117,3.5802,26.5212,TRUE,TRUE,153.5985,0.18001087,0.36948016,0.023308821,0.17266575,TRUE,FALSE,534,1756,3,6,2,4,1,90,27.0378,27.0378,0.6407184,0.08649307,0,0,0,0,0,0,0,0,0,7
808,0,242,0,0,0,0,4,0,0,0,0,0,687,121,0,0,0,FALSE,FALSE,70.7049,0.22184947,0.2454017,0,0,TRUE,FALSE,61,1616,0,4,0,0,798,798,16.718346,0.020950308,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
115,0,0,0,0,0,0,3,0,0.2091,0,0.00029896,0,108,7,0,0,0,FALSE,FALSE,699.4251,0.023103831,0.28972337,0,0,TRUE,FALSE,6,230,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0.054,0.054,7
225,0,71,0,0,0,0,1,0,0.0311,0,0.001329316,0,85,140,0,0,0,FALSE,FALSE,23.3955,0.24560963,0.35963154,0,0,TRUE,FALSE,88,406,1,4,0,0,1,26,0.49886,0.49886,0,0,0,0,0,0,0,0,0,0,0,7
559,0,44,0,0,0,0,0,2,0,0.2474,0,0.003142198,227,332,0,0,0,FALSE,FALSE,78.7347,0.30735496,0.9697787,0,0,TRUE,FALSE,375,1076,27,4,0,0,2,166,50.699333,25.349667,0,0,0,0,0,0,0,0,1500,0.0249,0.054,3
718,4,173,484,0,0,0,2,0,0,0,0,0,337,381,50,0,3.3867,FALSE,TRUE,75.3345,0.24353696,0.2409069,0,0.0449555,TRUE,TRUE,634,378,6,8,2,0,17,19,8.108835,0.2534011,0,0.57501405,0,0,0,0,0,0,0,0.0249,0.054,1
466,0,0,0,0,0,0,4,0,0,0,0,0,422,44,0,0,0,FALSE,FALSE,71.2467,0.17322347,0.14234483,0,0,TRUE,FALSE,22,932,0,6,0,0,408,408,9.4656,0.0232,0,0,0,0,0,0,0,0,0,0.0557,0.039,4
692,0,0,0,0,0,0,10,0,0,0,0,0,689,3,0,0,0,FALSE,FALSE,612.3249,0.038736265,0.14576572,0,0,TRUE,FALSE,5950,1384,0,6,0,0,604,844,48.91538,0.080985725,0,0,0,0,0,0,0,0,1500,0.0866,0.039,4
21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,FALSE,FALSE,740.5677,0,0.007224188,0,0,TRUE,FALSE,36,42,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.039,3
476,0,46,0,0,0,0,2,0,0.2476,0,0.003967796,0,212,264,0,0,0,FALSE,FALSE,62.4024,0.33892447,0.738633,0,0,TRUE,FALSE,352,932,23,4,0,0,2,94,28.258268,14.129134,0,0,0,0,0,0,0,0,2500,0.0249,0.054,3
2327,0,589,0,0,0,0,4,0,0.468,0,0.001474123,0,831,1496,0,0,0,FALSE,FALSE,317.4768,0.34184778,0.57508546,0,0,TRUE,FALSE,959,4348,29,6,0,0,3,270,78.65924,26.219748,0,0,0,0,0,0,0,0,1000,0.0249,0.054,0
2328,0,589,0,0,0,0,4,0,0.468,0,0.001474123,0,836,1492,0,0,0,FALSE,FALSE,317.4768,0.3394051,0.5762169,0,0,TRUE,FALSE,959,4348,29,6,0,0,3,270,78.65924,26.219748,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
330,0,84,0,0,0,0,0,0,0,0,0,0,225,105,0,0,0,FALSE,FALSE,55.6047,0.30240056,0.2762312,0,0,TRUE,TRUE,664,660,7,6,0,0,88,88,3.0100536,0.034205154,0,0,0,0,0,0,0,0,1500,0.045433335,0.054,7
439,0,158,0,0,0,0,3,0,0,0,0,0,140,299,0,0,0,FALSE,FALSE,36.1494,0.28822574,0.918456,0,0,TRUE,FALSE,200,848,3,4,0,0,2,44,21.233435,10.616717,0,0,0,0,0,0,0,0,1000,0.03,0.05,7
2286,0,588,0,0,0,0,4,0,0.4696,0,0.001293736,0,993,1293,0,0,0,FALSE,FALSE,362.9799,0.20793678,0.65091795,0,0,TRUE,FALSE,933,4414,20,6,0,0,3,248,123.899704,41.2999,0,0,0,0,0,0,0,0,1500,0.0249,0.039,0
