n_components,n_bga,n_ict,bga_pinCount,bga_min_pin_grid,bga_max_pin_grid,bga_mean_pin_grid,n_holes_a,n_holes_b,holes_area_a,holes_area_b,area_occupied_by_holes_a,area_occupied_by_holes_b,n_components_a,n_components_b,n_power_components,cooling_layer_a_area,cooling_layer_b_area,has_cooling_layer_a,has_cooling_layer_b,layout_layer_area,area_occupied_by_components_b,area_occupied_by_components_a,area_occupied_by_cooling_layer_a,area_occupied_by_cooling_layer_b,is_via,is_viap,number_of_net,max_height,number_of_gnd,number_of_conducting_layer,num_geom_cool_area_B,num_geom_cool_area_A,num_x_comps,x_component_pinCount,area_x_comps,mean_area_x_comps,per_power_comps_area_a,per_power_comps_area_b,test_caf2_2000h,test_caf2_1600h,caf2_500h,caf2_1000h,caf2_1500h,caf2_2000h,ruf_max_voltage,ruf_cond_inner_thickness,ruf_cond_outer_thickness,Product class
48,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,FALSE,FALSE,6.3261,0,0.26161283,0,0,TRUE,FALSE,12,86,1,2,0,0,3,3,0.25648886,0.08549629,0,0,0,0,0,0,0,0,0,0,0,2
99,0,10,0,0,0,0,0,0,0,0,0,0,35,64,0,0,0,FALSE,FALSE,6.048,0.29137567,0.4427414,0,0,TRUE,TRUE,129,198,1,4,0,0,6,6,0.43473998,0.072456665,0,0,0,0,0,0,0,0,1500,0.0249,0.039,6
91,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,FALSE,FALSE,740.5668,0,0.007224197,0,0,TRUE,FALSE,5,182,2,4,0,0,90,90,0,0,0,0,0,0,0,0,0,0,2500,0.0249,0.054,3
107,3,25,192,0,0,0,0,0,0,0,0,0,46,61,0,0,0,FALSE,FALSE,35.3169,0.15423211,0.14192922,0,0,TRUE,FALSE,157,68,1,4,0,0,4,4,1.8592,0.2324,0,0,0,0,0,0,0,0,0,0.0249,0.054,1
49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,FALSE,FALSE,740.5668,0,0.007224197,0,0,TRUE,FALSE,53,98,17,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1500,0.0249,0.054,3
2319,0,620,0,0,0,0,4,0,0.4688,0,0.001476522,0,860,1459,286,52.0853,0,TRUE,FALSE,317.5029,0.33594036,0.5510267,0.16404669,0,TRUE,FALSE,963,4356,29,6,0,3,3,270,78.65924,26.219748,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
2418,0,0,0,0,0,0,24,0,0,0,0,0,2418,0,0,0,0,FALSE,FALSE,594,0.04424955,0.19397312,0,0,TRUE,FALSE,3985,4836,0,6,0,0,1221,1221,24.576532,0.0201282,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
1616,0,489,0,0,0,0,4,0,0.4688,0,0.002477109,0,883,733,124,13.3209,14.7618,TRUE,TRUE,189.2529,0.30609334,0.7972312,0.07038677,0.07800039,TRUE,FALSE,656,3046,9,4,1,2,4,198,89.373276,22.343319,0.72907233,0.65790755,0,0,0,0,0,0,1500,0.0249,0.054,7
323,0,108,0,0,0,0,2,0,0.1386,0,0.004352988,0,145,178,0,0,0,FALSE,FALSE,31.8402,0.6390525,0.75918615,0,0,TRUE,FALSE,142,620,3,4,0,0,2,46,17.082138,8.541069,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
1373,0,519,0,0,0,0,2,0,0,0,0,0,934,439,0,0,0,FALSE,FALSE,219.9744,0.11275921,0.16801192,0,0,TRUE,FALSE,597,933,3,4,0,0,7,74,13.63376,1.1361467,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
43,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,0,FALSE,FALSE,740.5677,0,0.007224188,0,0,TRUE,FALSE,47,86,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249,0.039,3
1530,0,426,0,0,0,0,4,0,0,0,0,0,676,854,0,0,0,FALSE,FALSE,208.5102,0.30412245,0.69548243,0,0,TRUE,FALSE,600,2926,31,4,0,0,3,184,80.358604,26.786201,0,0,0,0,0,1,0,0,1500,0.0249,0.039,0
70,0,0,0,0,0,0,2,0,0.247,0,0.001728348,0,25,45,0,0,0,FALSE,FALSE,142.911,0.4243767,0.19737878,0,0,TRUE,TRUE,3654,140,3,8,0,0,2,120,8.8263,4.41315,0,0,0,0,0,0,0,0,0,0,0,4
33,0,5,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,FALSE,FALSE,3.7296,0.056064993,0.22584191,0,0,TRUE,FALSE,14,66,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.039,0.039,1
1177,0,305,0,0,0,0,4,0,0,0,0,0,498,679,0,0,0,FALSE,FALSE,138.5937,0.35299465,0.8403079,0,0,TRUE,FALSE,466,2280,26,4,0,0,3,184,80.358604,26.786201,0,0,0,0,0,0,0,0,1000,0.0249,0.039,0
324,0,108,0,0,0,0,2,0,0.1386,0,0.004352988,0,145,179,0,0,0,FALSE,FALSE,31.8402,0.6395613,0.75918615,0,0,TRUE,FALSE,142,622,3,4,0,0,2,46,17.082138,8.541069,0,0,0,0,0,0,0,0,2500,0.0249,0.054,7
76,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,FALSE,FALSE,13.9725,0,0.43484703,0,0,TRUE,FALSE,16,142,0,2,0,0,3,3,1.2555,0.4185,0,0,0,0,0,0,0,0,0,0,0,7
533,0,191,0,0,0,0,0,0,0,0,0,0,157,376,0,0,0,FALSE,FALSE,47.5794,0.27196747,0.35341886,0,0,TRUE,FALSE,306,1066,2,6,0,0,11,11,0.37625188,0.034204718,0,0,0,0,0,0,0,0,2500,0.0249,0.054,7
26,0,0,0,0,0,0,3,0,0.2823,0,0.003524661,0,26,0,0,0,0,FALSE,FALSE,80.0928,0.003524661,0.42767265,0,0,TRUE,FALSE,14,52,0,2,0,0,1,36,10.054,10.054,0,0,0,0,0,0,0,0,0,0.054,0.054,4
1424,0,415,0,0,0,0,2,0,0.112,0,0.000730218,0,706,718,0,0,0,FALSE,FALSE,153.3789,0.35521576,0.48993817,0,0,TRUE,TRUE,1085,2706,2,8,0,0,7,244,18.93758,2.7053685,0,0,0,0,0,0,0,0,0,0,0,7
120,0,0,0,0,0,0,0,0,0,0,0,0,90,30,0,0,0,FALSE,FALSE,17.6067,0.28237775,0.20615107,0,0,TRUE,FALSE,63,240,2,4,0,0,14,14,0.23984013,0.017131438,0,0,0,0,0,0,0,0,1500,0.0249,0.054,6
24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,FALSE,FALSE,134.865,0.0377496,0.27987766,0,0,TRUE,FALSE,93,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249,0.086,4
723,0,214,0,0,0,0,0,0,0,0,0,0,377,346,0,0,0,FALSE,FALSE,61.3953,0.30085418,0.37413502,0,0,TRUE,FALSE,284,1382,6,6,0,0,18,18,0.77123225,0.042846236,0,0,0,0,0,0,0,0,1500,0.086,0.054,3
1630,0,483,0,0,0,0,4,0,0.4664,0,0.002042947,0,792,838,0,0,0,FALSE,FALSE,228.2976,0.29283354,0.6885393,0,0,TRUE,FALSE,747,3170,26,6,0,0,3,178,87.643394,29.214466,0,0,0,0,0,0,0,0,1500,0.0249,0.039,0
2742,0,772,0,0,0,0,4,0,0.468,0,0.001293899,0,1049,1693,575,81.5148,0,TRUE,FALSE,361.6974,0.30765182,0.51288587,0.2253674,0,TRUE,FALSE,1125,5230,33,6,0,4,4,301,76.06044,19.01511,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
101,0,0,0,0,0,0,0,0,0,0,0,0,74,27,0,0,0,FALSE,FALSE,740.5668,0,0.007224197,0,0,TRUE,FALSE,105,202,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.054,3
437,0,128,0,0,0,0,2,0,0,0,0,0,187,250,0,0,0,FALSE,FALSE,36.4941,0.18726863,0.41015944,0,0,TRUE,FALSE,160,230,2,4,0,0,1,32,6.1237,3.06185,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
1053,0,292,0,0,0,0,3,0,0.2957,0,0.003636958,0,497,556,0,0,0,FALSE,FALSE,81.3042,0.47536847,0.48483384,0,0,TRUE,TRUE,743,2020,2,8,0,0,5,212,8.667724,1.7335447,0,0,0,0,0,0,0,0,1500,0.024,0.039,7
1053,0,292,0,0,0,0,3,0,0.2957,0,0.003636958,0,497,556,0,0,0,FALSE,FALSE,81.3042,0.47536847,0.48483384,0,0,TRUE,TRUE,743,2020,2,8,0,0,5,212,8.667724,1.7335447,0,0,0,0,0,0,0,0,1500,0.024,0.039,7
162,0,40,0,0,0,0,1,0,0.0311,0,0.001621946,0,57,105,0,0,0,FALSE,FALSE,19.1745,0.15244725,0.28809616,0,0,TRUE,FALSE,50,294,2,2,0,0,1,13,0.2822,0.2822,0,0,0,0,0,0,0,0,1500,0.054,0.054,7
466,0,0,0,0,0,0,4,0,0.4862,0,0.006824176,0,422,44,0,0,0,FALSE,FALSE,71.2467,0.18119295,0.15031433,0,0,TRUE,FALSE,22,932,0,8,0,0,408,408,9.5472,0.0234,0,0,0,0,0,0,0,0,2500,0.0557,0.054,4
716,0,211,0,0,0,0,0,0,0,0,0,0,377,339,0,0,0,FALSE,FALSE,61.3953,0.30073854,0.37598208,0,0,TRUE,FALSE,282,1368,6,6,0,0,18,18,0.77123225,0.042846236,0,0,0,0,0,0,0,0,1500,0.086,0.054,7
42,0,0,0,0,0,0,19,0,1.3199,0,0.001449833,0,42,0,0,0,0,FALSE,FALSE,910.3806,0.003937804,0.1973936,0,0,TRUE,FALSE,87,84,1,6,0,0,7,44,70.378,10.054,0,0,0,0,0,0,0,0,0,0.0249,0.054,4
417,0,360,0,0,0,0,2,0,0,0,0,0,223,194,0,0,0,FALSE,FALSE,124.5996,0.07311259,0.078472964,0,0,TRUE,FALSE,234,834,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.0249,0.039,4
980,0,296,0,0,0,0,2,0,0,0,0,0,462,518,0,0,0,FALSE,FALSE,65.1924,0.27798566,0.2922038,0,0,TRUE,FALSE,405,529,2,6,0,0,45,63,2.7812219,0.031604793,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
534,0,2,0,0,0,0,6,0,0.5203,0,0.000720827,0,530,4,0,0,0,FALSE,FALSE,721.8099,0.010686194,0.2099974,0,0,TRUE,FALSE,8525,1068,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
1513,0,413,0,0,0,0,2,0,0.1118,0,0.000731403,0,750,763,0,0,0,FALSE,FALSE,152.8569,0.39939055,0.51457983,0,0,TRUE,TRUE,1108,2808,2,8,0,0,7,244,18.93758,2.7053685,0,0,0,0,0,0,0,0,0,0,0,7
270,0,95,0,0,0,0,0,0,0,0,0,0,94,176,0,0,0,FALSE,FALSE,28.7955,0.1644994,0.39070928,0,0,TRUE,FALSE,93,175,2,4,0,0,17,17,0.5283118,0.022012992,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
2145,1,609,516,0,0,0,4,0,0,0,0,0,1381,764,241,0,63.2439,FALSE,TRUE,391.7331,0.15574595,0.7686149,0,0.1614464,TRUE,FALSE,1218,1350,30,8,7,0,5,362,195.15944,27.87992,0,0.4501952,0,0,1,0,0,0,0,0.024,0.054,0
110,0,18,0,0,0,0,0,0,0,0,0,0,37,73,0,0,0,FALSE,FALSE,8.6571,0.41515884,1.4653637,0,0,TRUE,TRUE,117,220,2,6,0,0,2,64,1.8843715,0.94218576,0,0,0,0,0,0,0,0,1500,0.0249,0.039,6
250,0,83,0,0,0,0,0,0,0,0,0,0,82,168,0,0,0,FALSE,FALSE,21.375,0.23122339,0.4155041,0,0,TRUE,FALSE,93,167,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
2266,0,591,0,0,0,0,1,3,0.117,0.3519,0.000412395,0.001240356,1057,1209,0,0,0,FALSE,FALSE,283.7088,0.30200493,0.6413073,0,0,TRUE,FALSE,1039,4492,34,6,0,0,3,300,88.37328,29.457762,0,0,0,0,0,1,0,0,1500,0.0249,0.054,0
128,0,22,0,0,0,0,0,0,0,0,0,0,73,55,0,0,0,FALSE,FALSE,4.4658,0.457544,0.4776076,0,0,FALSE,TRUE,129,256,2,8,0,0,1,12,0.6585,0.6585,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
1125,0,336,0,0,0,0,2,0,0.1013,0,0.000937963,0,570,555,0,0,0,FALSE,FALSE,108,0.20690171,0.27059838,0,0,TRUE,FALSE,451,2250,9,4,0,0,39,53,2.0148842,0.0516637,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
86,0,10,0,0,0,0,0,0,0,0,0,0,31,55,0,0,0,FALSE,FALSE,6.0444,0.23969018,0.4305142,0,0,TRUE,TRUE,120,172,1,4,0,0,5,5,0.36228332,0.072456665,0,0,0,0,0,0,0,0,1500,0.0249,0.039,6
2038,0,535,0,0,0,0,4,0,0,0,0,0,1207,831,0,0,0,FALSE,FALSE,253.5237,0.3991862,0.76994,0,0,TRUE,FALSE,871,3878,18,6,0,0,3,178,81.14767,27.049223,0,0,0,0,0,0,0,0,1000,0.03,0.05,0
555,2,22,584,0,0,0,4,0,0,0,0,0,436,119,0,0,0,FALSE,FALSE,118.233,0.053557534,0.3108759,0,0,TRUE,TRUE,735,420,5,8,0,0,20,412,12.325758,0.44020566,0,0,0,0,0,0,0,0,0,0.0249,0.039,5
91,0,0,0,0,0,0,0,0,0,0,0,0,47,44,0,0,0,FALSE,FALSE,135.3852,0.06888641,0.13142796,0,0,TRUE,TRUE,238,182,1,8,0,0,1,104,5.076,5.076,0,0,0,0,0,0,0,0,0,0,0,4
1302,0,376,0,0,0,0,2,0,0.1886,0,0.001990327,0,649,653,0,0,0,FALSE,FALSE,94.7583,0.3467861,0.34413734,0,0,TRUE,TRUE,761,2498,17,6,0,0,35,104,3.8002875,0.108579636,0,0,0,0,0,0,0,0,1000,0.045333333,0.039,7
356,0,118,0,0,0,0,1,0,0.1355,0,0.002712957,0,68,288,0,0,0,FALSE,FALSE,49.9455,0.33102283,0.260546,0,0,TRUE,FALSE,154,712,0,4,0,0,2,50,10.6362,5.3181,0,0,0,0,0,0,0,0,2500,0.0249,0.054,7
611,0,0,0,0,0,0,6,0,0,0,0,0,76,535,0,0,0,FALSE,FALSE,721.8099,0.080127195,0.10303821,0,0,TRUE,FALSE,8990,585,36,6,0,0,2,122,20.714,5.1785,0,0,0,0,0,0,0,0,0,0.0249,0.054,4
123,0,0,0,0,0,0,0,0,0,0,0,0,122,1,0,0,0,FALSE,FALSE,661.3767,0.02744578,0.029751275,0,0,TRUE,FALSE,38,246,1,8,0,0,84,84,0,0,0,0,0,0,0,0,0,0,2500,0.0249,0.039,7
411,0,131,0,0,0,0,2,0,0.062,0,0.001715105,0,219,192,0,0,0,FALSE,FALSE,36.1494,0.18707885,0.88237244,0,0,TRUE,FALSE,163,784,4,4,0,0,1,34,21.233435,21.233435,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
270,0,0,0,0,0,0,4,0,0.4862,0,0.006824176,0,118,152,0,0,0,FALSE,FALSE,71.2467,0.07912367,0.10790254,0,0,TRUE,FALSE,2,540,0,4,0,0,103,103,3.9655,0.0385,0,0,0,0,0,0,0,0,1000,0.0249,0.039,4
7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,FALSE,FALSE,0.9801,0.46117744,0.08091011,0,0,TRUE,FALSE,1495,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249,0.054,4
670,0,254,0,0,0,0,4,0,0,0,0,0,541,129,0,0,0,FALSE,FALSE,70.7049,0.020403111,0.025527226,0,0,TRUE,FALSE,64,1340,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.054,4
390,2,50,430,0,0,0,0,0,0,0,0,0,355,35,0,0,0,FALSE,FALSE,34.416,0.050090488,0.428697,0,0,FALSE,TRUE,391,304,14,7,0,0,6,70,2.2434494,0.24927217,0,0,0,0,0,0,0,0,0,0.0265,0.018,5
140,0,0,0,0,0,0,4,0,0.4688,0,0.003019593,0,64,76,46,11.4957,10.6191,TRUE,TRUE,155.2527,0.24446385,0.94080323,0.07404509,0.06839881,TRUE,FALSE,340,272,6,4,1,2,1,154,86.69954,86.69954,0.19280253,0.20871826,0,0,0,0,0,0,2500,0.0249,0.054,0
1095,0,318,0,0,0,0,2,0,0,0,0,0,400,695,0,0,0,FALSE,FALSE,94.7583,0.37195644,0.35417008,0,0,TRUE,TRUE,378,2132,3,6,0,0,20,78,3.5854719,0.17927359,0,0,0,0,0,0,0,0,800,0.03,0.05,7
103,0,15,0,0,0,0,2,0,0,0,0,0,38,65,8,0,17.6193,FALSE,TRUE,94.1994,0.07646121,0.40356946,0,0.1870426,TRUE,FALSE,27,75,3,6,1,0,18,18,1.1088,0.0308,0,0.3429024,0,0,0,0,0,0,0,0.0249,0.054,7
14,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,FALSE,FALSE,157.6827,0.000608818,0.7631205,0,0,TRUE,TRUE,6,28,0,4,0,0,7,22,119.7985,17.11407,0,0,0,0,0,0,0,0,0,0,0,4
130,0,3,0,0,0,0,6,0,0.5203,0,0.000720827,0,122,8,0,0,0,FALSE,FALSE,721.8099,0.07337541,0.20593484,0,0,TRUE,FALSE,7890,260,36,6,0,0,10,216,23.114,2.3114,0,0,0,0,0,0,0,0,1500,0.0866,0.039,4
34,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,FALSE,FALSE,144,0.26814446,0.27714166,0,0,TRUE,FALSE,4,17,0,6,0,0,24,24,24.5208,1.3622667,0,0,0,0,0,0,0,0,0,0.0557,0.054,4
1122,0,297,0,0,0,0,2,0,0.2224,0,0.001878415,0,566,556,0,0,0,FALSE,FALSE,118.3977,0.37267992,0.36610317,0,0,TRUE,TRUE,880,2140,2,8,0,0,6,218,11.105071,1.8508451,0,0,0,0,0,0,0,0,0,0,0,7
1165,0,269,0,0,0,0,2,0,0.179,0,0.001094588,0,608,557,0,0,0,FALSE,FALSE,163.5318,0.2908625,0.38092977,0,0,TRUE,FALSE,397,2240,4,6,0,0,20,36,1.3643328,0.06821664,0,0,0,0,0,0,0,0,1500,0.045433335,0.054,7
76,0,29,0,0,0,0,0,0,0,0,0,0,29,47,0,0,0,FALSE,FALSE,4.176,0.28542626,0.44696838,0,0,TRUE,FALSE,31,144,1,2,0,0,2,5,0.38544,0.19272,0,0,0,0,0,0,0,0,1500,0.054,0.054,7
94,0,29,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,FALSE,FALSE,9.6948,0.11079882,0.43311238,0,0,TRUE,FALSE,58,188,2,4,0,0,6,30,1.144138,0.19068965,0,0,0,0,0,0,0,0,1500,0.0249,0.054,1
420,0,175,0,0,0,0,1,0,0.0697,0,0.001126792,0,240,180,0,0,0,FALSE,FALSE,61.857,0.09839226,0.3076418,0,0,TRUE,FALSE,180,798,3,4,0,0,1,17,1.1601,1.1601,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,FALSE,FALSE,2.3238,0,0.1785415,0,0,TRUE,FALSE,14,44,1,3,0,0,3,3,0.004094737,0.001364912,0,0,0,0,0,0,0,0,0,0,0,1
1066,0,303,0,0,0,0,3,0,0.2774,0,0.002629277,0,696,370,0,0,0,FALSE,FALSE,105.5043,0.32299057,0.45148313,0,0,TRUE,TRUE,543,2056,10,6,0,0,28,56,5.9103336,0.21108334,0,0,0,0,0,0,0,0,0,0,0,7
37,0,9,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,FALSE,FALSE,2.3058,0.15404631,0.2770405,0,0,TRUE,FALSE,11,31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.054,7
298,0,96,0,0,0,0,1,0,0.0941,0,0.00113391,0,271,27,0,0,0,FALSE,FALSE,82.9872,0.1754381,0.41565394,0,0,TRUE,FALSE,103,574,2,6,0,0,13,13,1.6723167,0.12863974,0,0,0,0,0,0,0,0,2500,0.086,0.039,7
43,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,0,FALSE,FALSE,740.5668,0,0.007224197,0,0,TRUE,FALSE,47,86,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.36,0.054,3
1502,0,539,0,0,0,0,6,0,0.5159,0,0.004284236,0,626,876,5,0.7443,0,TRUE,FALSE,120.4182,0.26704907,0.36543792,0.006180959,0,TRUE,TRUE,670,2760,9,6,0,3,13,85,7.4986973,0.5768229,0,0,0,0,0,0,0,0,1500,0.0249,0.039,2
916,0,278,0,0,0,0,3,0,0.2962,0,0.003665751,0,440,476,0,0,0,FALSE,FALSE,80.802,0.45366764,0.47699967,0,0,TRUE,TRUE,602,1756,2,8,0,0,5,212,8.667724,1.7335447,0,0,0,0,0,0,0,0,0,37.2,53,7
2219,1,585,24,0,0,0,0,0,0,0,0,0,1419,800,320,0,119.8494,FALSE,TRUE,423.6651,0.49487507,0.42129004,0,0.28288713,TRUE,FALSE,920,1371,32,6,8,0,5,20,35.353786,3.9281986,0,0.4230893,0,0,0,0,0,0,0,0.0557,0.054,7
1036,0,120,0,0,0,0,4,0,0.4862,0,0.006824176,0,974,62,0,0,0,FALSE,FALSE,71.2467,0.30420217,0.31634307,0,0,TRUE,FALSE,36,2072,0,4,0,0,902,902,20.8362,0.0231,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
145,0,28,0,0,0,0,2,0,0,0,0,0,16,129,0,0,0,FALSE,FALSE,124.5996,0.2556766,0.040240098,0,0,TRUE,FALSE,3508,290,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.0249,0.039,4
4194,1,1238,516,0,0,0,4,0,0,0,0,0,2446,1748,364,0,62.1126,FALSE,TRUE,524.6577,0.23375785,0.69469714,0,0.1183869,TRUE,FALSE,1659,2230,19,6,2,0,5,389,184.73706,26.391008,0,0.6876447,0,0,0,1,0,0,0,0.0249,0.054,0
24,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,FALSE,FALSE,1.2339,0.25771943,0.4264527,0,0,TRUE,FALSE,27,48,2,2,0,0,6,14,0.5026,0.08376667,0,0,0,0,0,0,0,0,1500,0.054,0.054,1
265,0,94,0,0,0,0,1,0,0.0941,0,0.001132068,0,248,17,0,0,0,FALSE,FALSE,83.1222,0.17565602,0.41094455,0,0,TRUE,FALSE,103,530,2,6,0,0,14,14,1.9706148,0.1407582,0,0,0,0,0,0,0,0,2500,0.105,0.054,7
262,0,79,0,0,0,0,2,0,0.1386,0,0.00346519,0,118,144,0,0,0,FALSE,FALSE,39.9978,0.21800199,0.44099176,0,0,TRUE,FALSE,92,478,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.054,0.054,7
1039,0,247,0,0,0,0,4,0,0.4684,0,0.00563343,0,668,371,0,0,0,FALSE,FALSE,83.1465,0.3487692,0.86806345,0,0,TRUE,FALSE,742,2064,19,8,0,0,2,117,43.2786,21.6393,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
291,0,73,0,0,0,0,3,0,0.1667,0,0.004620045,0,227,64,104,0,19.4913,FALSE,TRUE,36.0819,0.13959664,0.7859034,0,0.54019606,TRUE,FALSE,92,556,3,2,18,0,1,6,6.010488,6.010488,0,0.7984742,0,0,0,0,0,0,2500,0.054,0.054,7
2058,0,614,0,0,0,0,4,0,0.4684,0,0.001875746,0,865,1193,0,0,0,FALSE,FALSE,249.714,0.32157055,0.5912709,0,0,TRUE,FALSE,820,3940,11,8,0,0,3,146,83.273186,27.757729,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
1052,0,292,0,0,0,0,3,0,0.2957,0,0.003664011,0,497,555,0,0,0,FALSE,FALSE,80.7039,0.47167727,0.47915855,0,0,TRUE,TRUE,743,2018,2,8,0,0,5,212,8.46586,1.6931721,0,0,0,0,0,0,0,0,1500,0.018,0.012,7
1052,0,292,0,0,0,0,3,0,0.2957,0,0.003664011,0,497,555,0,0,0,FALSE,FALSE,80.7039,0.47167727,0.47915855,0,0,TRUE,TRUE,743,2018,2,8,0,0,5,212,8.46586,1.6931721,0,0,0,0,0,0,0,0,1500,0.018,0.012,7
564,0,168,0,0,0,0,3,0,0.223,0,0.002414988,0,245,319,40,0,22.2228,FALSE,TRUE,92.34,0.1665294,0.4258252,0,0.24066277,TRUE,FALSE,253,1128,7,6,2,0,7,59,21.018974,3.0027108,0,0.49400616,0,0,0,0,0,0,2500,0.0249,0.054,7
690,0,202,0,0,0,0,2,0,0,0,0,0,312,378,71,0,24.9093,FALSE,TRUE,102.9141,0.15194516,0.6723034,0,0.24203973,TRUE,FALSE,236,401,2,4,3,0,1,33,32.3101,16.15505,0,0.47264275,0,0,0,0,0,0,0,0.0249,0.054,7
32,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,FALSE,FALSE,144,0.11181111,0.13455833,0,0,TRUE,FALSE,3,17,0,6,0,0,24,24,34.9364,1.4556834,0,0,0,0,0,0,0,0,0,0.0557,0.054,4
927,0,172,0,0,0,0,2,0,0.2469,0,0.003943554,0,442,485,0,0,0,FALSE,FALSE,62.6085,0.3209612,0.6179918,0,0,TRUE,FALSE,462,1854,14,6,0,0,3,80,18.456938,6.1523128,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
67,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,FALSE,FALSE,7.2207,0,0.2548368,0,0,TRUE,FALSE,14,124,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1451,0,398,0,0,0,0,4,0,0.468,0,0.002207468,0,675,776,198,19.8108,12.7134,TRUE,TRUE,212.0076,0.24242932,0.70536596,0.09344382,0.059966717,TRUE,FALSE,663,2760,15,4,1,2,3,196,97.110504,32.370167,0.3189523,0.49701104,0,0,0,0,0,0,0,0,0,0
2284,0,637,0,0,0,0,4,0,0.4692,0,0.001477694,0,811,1473,285,52.1265,0,TRUE,FALSE,317.5218,0.33647534,0.55912066,0.16416667,0,TRUE,FALSE,960,4314,33,6,0,3,3,270,74.75134,24.917116,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
1952,0,518,0,0,0,0,0,0,0,0,0,0,1160,792,229,0,89.9631,FALSE,TRUE,405.4626,0.47442663,0.4517581,0,0.22187768,TRUE,FALSE,767,3904,17,6,9,0,52,61,37.53522,0.7218312,0,0.5408084,0,0,0,0,0,0,2500,0.054,0.054,7
987,0,0,0,0,0,0,0,0,0,0,0,0,858,129,0,0,0,FALSE,FALSE,22.5108,0.16963413,0.4629651,0,0,TRUE,TRUE,320,1974,13,6,0,0,59,59,0.57081485,0.009674828,0,0,0,0,0,0,0,0,0,0,0,7
123,1,33,201,0,0,0,2,0,0,0,0,0,66,57,0,0,0,FALSE,FALSE,4.6872,0.42633662,0.23577508,0,0,TRUE,TRUE,101,62,2,8,0,0,2,40,0.51845,0.259225,0,0,0,0,0,0,0,0,0,0.0249,0.039,7
2189,0,568,0,0,0,0,4,0,0.4688,0,0.001476522,0,884,1305,0,0,0,FALSE,FALSE,317.5029,0.28666776,0.49810532,0,0,TRUE,FALSE,915,4090,31,6,0,0,3,270,78.65924,26.219748,0,0,0,0,0,0,0,0,1500,0.0249,0.039,0
424,0,145,0,0,0,0,2,0,0.1892,0,0.003182822,0,274,150,0,0,0,FALSE,FALSE,59.4441,0.09978949,0.33203197,0,0,TRUE,FALSE,186,790,3,2,0,0,19,56,3.061642,0.16113906,0,0,0,0,0,0,0,0,0,0,0,7
